id,p_age,trialnum,target,rightpic,leftpic,chosen,chosenside,chosenpic,date,time,occurrence,person,gameid,gametrial,subid,trial,age,measure,value
10,8,2,G1,G1,C1,2,L,G1,2/18/2020,13:33:21,2,parent,44,34,44,34,4,rt,3590
10,8,2,G1,G1,C1,2,L,G1,2/18/2020,13:33:21,2,parent,44,34,44,34,4,log_rt,8.1859074814823245
10,8,3,B1,B1,D1,1,L,B1,2/18/2020,13:33:21,1,child,18,08,18,8,4,correct,1
10,8,3,B1,B1,D1,1,L,B1,2/18/2020,13:33:21,1,child,18,08,18,8,4,rt,2579
10,8,3,B1,B1,D1,1,L,B1,2/18/2020,13:33:21,1,child,18,08,18,8,4,log_rt,7.8551570058813445
10,8,4,I1,B1,I1,2,R,I1,2/18/2020,13:33:21,2,parent,68,40,68,40,6,correct,1
10,8,4,I1,B1,I1,2,R,I1,2/18/2020,13:33:21,2,parent,68,40,68,40,6,rt,2715
10,8,4,I1,B1,I1,2,R,I1,2/18/2020,13:33:21,2,parent,68,40,68,40,6,log_rt,7.906547232368036
10,8,5,C1,H1,C1,2,R,C1,2/18/2020,13:33:21,2,parent,33,34,33,34,8,correct,1
10,8,5,C1,H1,C1,2,R,C1,2/18/2020,13:33:21,2,parent,33,34,33,34,8,rt,2638
10,8,5,C1,H1,C1,2,R,C1,2/18/2020,13:33:21,2,parent,33,34,33,34,8,log_rt,7.87777633327726
10,8,6,F1,F1,K1,2,R,K1,2/18/2020,13:33:21,2,parent,14,34,14,34,8,correct,0
10,8,6,F1,F1,K1,2,R,K1,2/18/2020,13:33:21,2,parent,14,34,14,34,8,rt,4279
10,8,6,F1,F1,K1,2,R,K1,2/18/2020,13:33:21,2,parent,14,34,14,34,8,log_rt,8.361474616416817
10,8,7,K1,K1,B1,1,R,B1,2/18/2020,13:33:21,1,child,65,10,65,10,4,correct,0
10,8,7,K1,K1,B1,1,R,B1,2/18/2020,13:33:21,1,child,65,10,65,10,4,rt,2967
10,8,7,K1,K1,B1,1,R,B1,2/18/2020,13:33:21,1,child,65,10,65,10,4,log_rt,7.995306620290822
10,8,8,A1,K1,A1,1,R,A1,2/18/2020,13:33:21,1,child,59,04,59,4,6,correct,1
10,8,8,A1,K1,A1,1,R,A1,2/18/2020,13:33:21,1,child,59,04,59,4,6,rt,3001
10,8,8,A1,K1,A1,1,R,A1,2/18/2020,13:33:21,1,child,59,04,59,4,6,log_rt,8.006700845440367
10,8,9,E1,A1,E1,2,L,A1,2/18/2020,13:33:21,2,child,21,37,21,37,8,correct,0
10,8,9,E1,A1,E1,2,L,A1,2/18/2020,13:33:21,2,child,21,37,21,37,8,rt,2128
10,8,9,E1,A1,E1,2,L,A1,2/18/2020,13:33:21,2,child,21,37,21,37,8,log_rt,7.662937850461535
11,8,0,H1,C1,H1,2,R,H1,2/18/2020,13:36:45,2,child,36,39,36,39,6,correct,1
11,8,0,H1,C1,H1,2,R,H1,2/18/2020,13:36:45,2,child,36,39,36,39,6,rt,7519
11,8,0,H1,C1,H1,2,R,H1,2/18/2020,13:36:45,2,child,36,39,36,39,6,log_rt,8.925188429378027
11,8,1,F1,F1,C1,1,L,F1,2/18/2020,13:36:45,1,parent,43,09,43,9,8,correct,1
11,8,1,F1,F1,C1,1,L,F1,2/18/2020,13:36:45,1,parent,43,09,43,9,8,rt,3876
11,8,1,F1,F1,C1,1,L,F1,2/18/2020,13:36:45,1,parent,43,09,43,9,8,log_rt,8.262558973010657
11,8,2,G1,E1,G1,1,L,E1,2/18/2020,13:36:45,1,child,52,08,52,8,6,correct,0
11,8,2,G1,E1,G1,1,L,E1,2/18/2020,13:36:45,1,child,52,08,52,8,6,rt,7220
11,8,2,G1,E1,G1,1,L,E1,2/18/2020,13:36:45,1,child,52,08,52,8,6,log_rt,8.884610231886873
11,8,3,C1,H1,C1,1,R,C1,2/18/2020,13:36:45,1,child,37,02,37,2,8,correct,1
11,8,3,C1,H1,C1,1,R,C1,2/18/2020,13:36:45,1,child,37,02,37,2,8,rt,3772
11,8,3,C1,H1,C1,1,R,C1,2/18/2020,13:36:45,1,child,37,02,37,2,8,log_rt,8.235360643753348
11,8,4,K1,K1,B1,2,L,K1,2/18/2020,13:36:45,2,parent,18,34,18,34,4,correct,1
11,8,4,K1,K1,B1,2,L,K1,2/18/2020,13:36:45,2,parent,18,34,18,34,4,rt,4933
11,8,4,K1,K1,B1,2,L,K1,2/18/2020,13:36:45,2,parent,18,34,18,34,4,log_rt,8.503702601233739
11,8,6,A1,A1,K1,2,L,A1,2/18/2020,13:36:45,2,parent,36,38,36,38,6,correct,1
11,8,6,A1,A1,K1,2,L,A1,2/18/2020,13:36:45,2,parent,36,38,36,38,6,rt,4837
11,8,6,A1,A1,K1,2,L,A1,2/18/2020,13:36:45,2,parent,36,38,36,38,6,log_rt,8.484049972822984
11,8,7,I1,B1,I1,1,R,I1,2/18/2020,13:36:45,1,child,73,08,73,8,6,correct,1
11,8,7,I1,B1,I1,1,R,I1,2/18/2020,13:36:45,1,child,73,08,73,8,6,rt,3531
11,8,7,I1,B1,I1,1,R,I1,2/18/2020,13:36:45,1,child,73,08,73,8,6,log_rt,8.169336395928386
11,8,8,D1,H1,D1,2,R,D1,2/18/2020,13:36:45,2,child,12,39,12,39,6,correct,1
11,8,8,D1,H1,D1,2,R,D1,2/18/2020,13:36:45,2,child,12,39,12,39,6,rt,2177
11,8,8,D1,H1,D1,2,R,D1,2/18/2020,13:36:45,2,child,12,39,12,39,6,log_rt,7.685703061234547
11,8,9,B1,B1,K1,2,L,B1,2/18/2020,13:36:45,2,parent,18,40,18,40,4,correct,1
11,8,9,B1,B1,K1,2,L,B1,2/18/2020,13:36:45,2,parent,18,40,18,40,4,rt,4593
11,8,9,B1,B1,K1,2,L,B1,2/18/2020,13:36:45,2,parent,18,40,18,40,4,log_rt,8.432288684325794
15,8,0,F1,C1,F1,1,R,F1,2/18/2020,13:40:30,1,parent,17,01,17,1,8,correct,1
15,8,0,F1,C1,F1,1,R,F1,2/18/2020,13:40:30,1,parent,17,01,17,1,8,rt,8246
15,8,0,F1,C1,F1,1,R,F1,2/18/2020,13:40:30,1,parent,17,01,17,1,8,log_rt,9.017483513266844
15,8,1,C1,C1,H1,1,L,C1,2/18/2020,13:40:30,1,parent,43,07,43,7,8,correct,1
15,8,1,C1,C1,H1,1,L,C1,2/18/2020,13:40:30,1,parent,43,07,43,7,8,rt,4098
15,8,1,C1,C1,H1,1,L,C1,2/18/2020,13:40:30,1,parent,43,07,43,7,8,log_rt,8.318254328798846
15,8,2,H1,H1,A1,2,R,A1,2/18/2020,13:40:30,2,child,14,31,14,31,8,correct,0
15,8,2,H1,H1,A1,2,R,A1,2/18/2020,13:40:30,2,child,14,31,14,31,8,rt,3768
15,8,2,H1,H1,A1,2,R,A1,2/18/2020,13:40:30,2,child,14,31,14,31,8,log_rt,8.234299635696253
15,8,3,E1,A1,E1,2,L,A1,2/18/2020,13:40:30,2,child,68,37,68,37,6,correct,0
15,8,3,E1,A1,E1,2,L,A1,2/18/2020,13:40:30,2,child,68,37,68,37,6,rt,2927
15,8,3,E1,A1,E1,2,L,A1,2/18/2020,13:40:30,2,child,68,37,68,37,6,log_rt,7.9817332866918855
15,8,4,D1,D1,E1,2,L,D1,2/18/2020,13:40:30,2,child,43,39,43,39,8,correct,1
15,8,4,D1,D1,E1,2,L,D1,2/18/2020,13:40:30,2,child,43,39,43,39,8,rt,1759
15,8,4,D1,D1,E1,2,L,D1,2/18/2020,13:40:30,2,child,43,39,43,39,8,log_rt,7.472500744737558
15,8,5,A1,A1,K1,2,R,K1,2/18/2020,13:40:30,2,parent,7,38,7,38,6,correct,0
15,8,5,A1,A1,K1,2,R,K1,2/18/2020,13:40:30,2,parent,7,38,7,38,6,rt,5834
15,8,5,A1,A1,K1,2,R,K1,2/18/2020,13:40:30,2,parent,7,38,7,38,6,log_rt,8.671458150427666
15,8,6,I1,C1,I1,1,R,I1,2/18/2020,13:40:30,1,child,43,10,43,10,8,correct,1
15,8,6,I1,C1,I1,1,R,I1,2/18/2020,13:40:30,1,child,43,10,43,10,8,rt,2325
15,8,6,I1,C1,I1,1,R,I1,2/18/2020,13:40:30,1,child,43,10,43,10,8,log_rt,7.751475318021456
15,8,7,G1,D1,G1,1,R,G1,2/18/2020,13:40:30,1,parent,75,05,75,5,8,correct,1
15,8,7,G1,D1,G1,1,R,G1,2/18/2020,13:40:30,1,parent,75,05,75,5,8,rt,3590
15,8,7,G1,D1,G1,1,R,G1,2/18/2020,13:40:30,1,parent,75,05,75,5,8,log_rt,8.1859074814823245
15,8,8,B1,B1,C1,2,L,B1,2/18/2020,13:40:30,2,parent,36,32,36,32,6,correct,1
15,8,8,B1,B1,C1,2,L,B1,2/18/2020,13:40:30,2,parent,36,32,36,32,6,rt,2571
15,8,8,B1,B1,C1,2,L,B1,2/18/2020,13:40:30,2,parent,36,32,36,32,6,log_rt,7.852050207265889
15,8,9,K1,K1,A1,1,L,K1,2/18/2020,13:40:30,1,child,18,04,18,4,4,correct,1
15,8,9,K1,K1,A1,1,L,K1,2/18/2020,13:40:30,1,child,18,04,18,4,4,rt,2993
15,8,9,K1,K1,A1,1,L,K1,2/18/2020,13:40:30,1,child,18,04,18,4,4,log_rt,8.0040315078527
14,7,0,H1,H1,D1,1,L,H1,2/18/2020,13:43:30,1,parent,21,07,21,7,8,correct,1
14,7,0,H1,H1,D1,1,L,H1,2/18/2020,13:43:30,1,parent,21,07,21,7,8,rt,3023
14,7,0,H1,H1,D1,1,L,H1,2/18/2020,13:43:30,1,parent,21,07,21,7,8,log_rt,8.014004994779459
14,7,1,I1,I1,A1,2,L,I1,2/18/2020,13:43:30,2,parent,47,40,47,40,8,correct,1
14,7,1,I1,I1,A1,2,L,I1,2/18/2020,13:43:30,2,parent,47,40,47,40,8,rt,2891
14,7,1,I1,I1,A1,2,L,I1,2/18/2020,13:43:30,2,parent,47,40,47,40,8,log_rt,7.969357742016346
14,7,2,G1,G1,E1,2,L,G1,2/18/2020,13:43:30,2,parent,39,34,39,34,6,correct,1
14,7,2,G1,G1,E1,2,L,G1,2/18/2020,13:43:30,2,parent,39,34,39,34,6,rt,2777
14,7,2,G1,G1,E1,2,L,G1,2/18/2020,13:43:30,2,parent,39,34,39,34,6,log_rt,7.9291264873067995
14,7,3,E1,I1,E1,1,R,E1,2/18/2020,13:43:30,1,child,27,02,27,2,4,correct,1
14,7,3,E1,I1,E1,1,R,E1,2/18/2020,13:43:30,1,child,27,02,27,2,4,rt,2237
14,7,3,E1,I1,E1,1,R,E1,2/18/2020,13:43:30,1,child,27,02,27,2,4,log_rt,7.71289096149013
14,7,4,K1,K1,D1,2,L,K1,2/18/2020,13:43:30,2,child,73,31,73,31,6,correct,1
14,7,4,K1,K1,D1,2,L,K1,2/18/2020,13:43:30,2,child,73,31,73,31,6,rt,4459
14,7,4,K1,K1,D1,2,L,K1,2/18/2020,13:43:30,2,child,73,31,73,31,6,log_rt,8.402679804627477
14,7,5,B1,B1,K1,1,L,B1,2/18/2020,13:43:30,1,child,7,04,7,4,6,correct,1
14,7,5,B1,B1,K1,1,L,B1,2/18/2020,13:43:30,1,child,7,04,7,4,6,rt,2236
14,7,5,B1,B1,K1,1,L,B1,2/18/2020,13:43:30,1,child,7,04,7,4,6,log_rt,7.71244383427499
14,7,6,D1,F1,D1,1,R,D1,2/18/2020,13:43:30,1,parent,37,03,37,3,8,correct,1
14,7,6,D1,F1,D1,1,R,D1,2/18/2020,13:43:30,1,parent,37,03,37,3,8,rt,3050
14,7,6,D1,F1,D1,1,R,D1,2/18/2020,13:43:30,1,parent,37,03,37,3,8,log_rt,8.022896869601457
14,7,7,F1,F1,K1,2,L,F1,2/18/2020,13:43:30,2,child,54,35,54,35,4,correct,1
14,7,7,F1,F1,K1,2,L,F1,2/18/2020,13:43:30,2,child,54,35,54,35,4,rt,2507
14,7,7,F1,F1,K1,2,L,F1,2/18/2020,13:43:30,2,child,54,35,54,35,4,log_rt,7.826842098158293
14,7,8,C1,I1,C1,2,R,C1,2/18/2020,13:43:30,2,parent,47,36,47,36,8,correct,1
14,7,8,C1,I1,C1,2,R,C1,2/18/2020,13:43:30,2,parent,47,36,47,36,8,rt,2839
14,7,8,C1,I1,C1,2,R,C1,2/18/2020,13:43:30,2,parent,47,36,47,36,8,log_rt,7.951207156472972
14,7,9,A1,K1,A1,1,R,A1,2/18/2020,13:43:30,1,child,16,06,16,6,4,correct,1
14,7,9,A1,K1,A1,1,R,A1,2/18/2020,13:43:30,1,child,16,06,16,6,4,rt,2489
14,7,9,A1,K1,A1,1,R,A1,2/18/2020,13:43:30,1,child,16,06,16,6,4,log_rt,7.819636302367592
16,7,1,E1,B1,E1,1,R,E1,2/18/2020,13:46:33,1,parent,35,07,35,7,4,correct,1
16,7,1,E1,B1,E1,1,R,E1,2/18/2020,13:46:33,1,parent,35,07,35,7,4,rt,3501
16,7,1,E1,B1,E1,1,R,E1,2/18/2020,13:46:33,1,parent,35,07,35,7,4,log_rt,8.160803920954665
16,7,2,K1,K1,D1,2,L,K1,2/18/2020,13:46:33,2,parent,31,38,31,38,6,correct,1
16,7,2,K1,K1,D1,2,L,K1,2/18/2020,13:46:33,2,parent,31,38,31,38,6,rt,5015
16,7,2,K1,K1,D1,2,L,K1,2/18/2020,13:46:33,2,parent,31,38,31,38,6,log_rt,8.520188700396035
16,7,3,C1,A1,C1,1,L,A1,2/18/2020,13:46:33,1,child,21,06,21,6,8,correct,0
16,7,3,C1,A1,C1,1,L,A1,2/18/2020,13:46:33,1,child,21,06,21,6,8,rt,2704
16,7,3,C1,A1,C1,1,L,A1,2/18/2020,13:46:33,1,child,21,06,21,6,8,log_rt,7.902487437162855
16,7,4,D1,D1,F1,1,L,D1,2/18/2020,13:46:33,1,parent,46,07,46,7,4,correct,1
16,7,4,D1,D1,F1,1,L,D1,2/18/2020,13:46:33,1,parent,46,07,46,7,4,rt,3546
16,7,4,D1,D1,F1,1,L,D1,2/18/2020,13:46:33,1,parent,46,07,46,7,4,log_rt,8.173575486634153
16,7,5,F1,C1,F1,2,R,F1,2/18/2020,13:46:33,2,child,57,39,57,39,8,correct,1
16,7,5,F1,C1,F1,2,R,F1,2/18/2020,13:46:33,2,child,57,39,57,39,8,rt,3166
16,7,5,F1,C1,F1,2,R,F1,2/18/2020,13:46:33,2,child,57,39,57,39,8,log_rt,8.060224240440958
16,7,6,A1,I1,A1,2,R,A1,2/18/2020,13:46:33,2,parent,58,40,58,40,6,correct,1
16,7,6,A1,I1,A1,2,R,A1,2/18/2020,13:46:33,2,parent,58,40,58,40,6,rt,6090
16,7,6,A1,I1,A1,2,R,A1,2/18/2020,13:46:33,2,parent,58,40,58,40,6,log_rt,8.714403360703942
16,7,7,H1,A1,H1,1,R,H1,2/18/2020,13:46:33,1,parent,74,01,74,1,6,correct,1
16,7,7,H1,A1,H1,1,R,H1,2/18/2020,13:46:33,1,parent,74,01,74,1,6,rt,3258
16,7,7,H1,A1,H1,1,R,H1,2/18/2020,13:46:33,1,parent,74,01,74,1,6,log_rt,8.08886878916199
16,7,8,I1,I1,C1,2,R,C1,2/18/2020,13:46:33,2,parent,64,32,64,32,4,correct,0
16,7,8,I1,I1,C1,2,R,C1,2/18/2020,13:46:33,2,parent,64,32,64,32,4,rt,2808
16,7,8,I1,I1,C1,2,R,C1,2/18/2020,13:46:33,2,parent,64,32,64,32,4,log_rt,7.940227765145702
16,7,9,B1,C1,B1,2,R,B1,2/18/2020,13:46:33,2,child,13,39,13,39,6,correct,1
16,7,9,B1,C1,B1,2,R,B1,2/18/2020,13:46:33,2,child,13,39,13,39,6,rt,2445
16,7,9,B1,C1,B1,2,R,B1,2/18/2020,13:46:33,2,child,13,39,13,39,6,log_rt,7.801800401908973
17,8,0,A1,A1,K1,1,L,A1,2/18/2020,13:49:39,1,parent,17,07,17,7,8,correct,1
17,8,0,A1,A1,K1,1,L,A1,2/18/2020,13:49:39,1,parent,17,07,17,7,8,rt,2669
17,8,0,A1,A1,K1,1,L,A1,2/18/2020,13:49:39,1,parent,17,07,17,7,8,log_rt,7.889459149404524
17,8,1,B1,B1,I1,1,L,B1,2/18/2020,13:49:39,1,child,68,06,68,6,6,correct,1
17,8,1,B1,B1,I1,1,L,B1,2/18/2020,13:49:39,1,child,68,06,68,6,6,rt,2139
17,8,1,B1,B1,I1,1,L,B1,2/18/2020,13:49:39,1,child,68,06,68,6,6,log_rt,7.668093709082406
17,8,2,K1,K1,A1,1,L,K1,2/18/2020,13:49:39,1,parent,28,09,28,9,4,correct,1
17,8,2,K1,K1,A1,1,L,K1,2/18/2020,13:49:39,1,parent,28,09,28,9,4,rt,2733
17,8,2,K1,K1,A1,1,L,K1,2/18/2020,13:49:39,1,parent,28,09,28,9,4,log_rt,7.913155185928068
17,8,3,I1,I1,A1,1,L,I1,2/18/2020,13:49:39,1,child,38,06,38,6,4,correct,1
17,8,3,I1,I1,A1,1,L,I1,2/18/2020,13:49:39,1,child,38,06,38,6,4,rt,2938
17,8,3,I1,I1,A1,1,L,I1,2/18/2020,13:49:39,1,child,38,06,38,6,4,log_rt,7.9854843567338225
17,8,4,H1,H1,A1,2,L,H1,2/18/2020,13:49:39,2,child,66,33,66,33,6,correct,1
17,8,4,H1,H1,A1,2,L,H1,2/18/2020,13:49:39,2,child,66,33,66,33,6,rt,2937
17,8,4,H1,H1,A1,2,L,H1,2/18/2020,13:49:39,2,child,66,33,66,33,6,log_rt,7.98514393119862
17,8,5,C1,A1,C1,2,R,C1,2/18/2020,13:49:39,2,parent,38,32,38,32,4,correct,1
17,8,5,C1,A1,C1,2,R,C1,2/18/2020,13:49:39,2,parent,38,32,38,32,4,rt,3637
17,8,5,C1,A1,C1,2,R,C1,2/18/2020,13:49:39,2,parent,38,32,38,32,4,log_rt,8.19891444498699
17,8,6,D1,F1,D1,2,L,F1,2/18/2020,13:49:39,2,child,27,39,27,39,4,correct,0
17,8,6,D1,F1,D1,2,L,F1,2/18/2020,13:49:39,2,child,27,39,27,39,4,rt,3220
17,8,6,D1,F1,D1,2,L,F1,2/18/2020,13:49:39,2,child,27,39,27,39,4,log_rt,8.077136638538454
17,8,7,E1,B1,E1,1,L,B1,2/18/2020,13:49:39,1,child,15,06,15,6,4,correct,0
17,8,7,E1,B1,E1,1,L,B1,2/18/2020,13:49:39,1,child,15,06,15,6,4,rt,2473
17,8,7,E1,B1,E1,1,L,B1,2/18/2020,13:49:39,1,child,15,06,15,6,4,log_rt,7.813187267521416
17,8,8,F1,F1,K1,2,R,K1,2/18/2020,13:49:39,2,parent,53,40,53,40,4,correct,0
17,8,8,F1,F1,K1,2,R,K1,2/18/2020,13:49:39,2,parent,53,40,53,40,4,rt,4658
17,8,8,F1,F1,K1,2,R,K1,2/18/2020,13:49:39,2,parent,53,40,53,40,4,log_rt,8.446341450444287
17,8,9,G1,C1,G1,2,R,G1,2/18/2020,13:49:39,2,parent,61,32,61,32,4,correct,1
17,8,9,G1,C1,G1,2,R,G1,2/18/2020,13:49:39,2,parent,61,32,61,32,4,rt,3856
17,8,9,G1,C1,G1,2,R,G1,2/18/2020,13:49:39,2,parent,61,32,61,32,4,log_rt,8.257385655730436
13,7,1,A1,H1,A1,2,R,A1,2/18/2020,13:23:57,2,parent,57,38,57,38,8,correct,1
13,7,1,A1,H1,A1,2,R,A1,2/18/2020,13:23:57,2,parent,57,38,57,38,8,rt,3674
13,7,1,A1,H1,A1,2,R,A1,2/18/2020,13:23:57,2,parent,57,38,57,38,8,log_rt,8.20903626577507
13,7,2,K1,K1,B1,2,L,K1,2/18/2020,13:23:57,2,parent,75,38,75,38,8,correct,1
13,7,2,K1,K1,B1,2,L,K1,2/18/2020,13:23:57,2,parent,75,38,75,38,8,rt,2691
13,7,2,K1,K1,B1,2,L,K1,2/18/2020,13:23:57,2,parent,75,38,75,38,8,log_rt,7.897668150726906
13,7,3,H1,D1,H1,2,R,H1,2/18/2020,13:23:57,2,child,15,33,15,33,4,correct,1
13,7,3,H1,D1,H1,2,R,H1,2/18/2020,13:23:57,2,child,15,33,15,33,4,rt,2368
13,7,3,H1,D1,H1,2,R,H1,2/18/2020,13:23:57,2,child,15,33,15,33,4,log_rt,7.769800996003896
13,7,4,B1,K1,B1,2,R,B1,2/18/2020,13:23:57,2,parent,71,38,71,38,8,correct,1
13,7,4,B1,K1,B1,2,R,B1,2/18/2020,13:23:57,2,parent,71,38,71,38,8,rt,8129
13,7,4,B1,K1,B1,2,R,B1,2/18/2020,13:23:57,2,parent,71,38,71,38,8,log_rt,9.003193193746572
13,7,5,E1,I1,E1,1,R,E1,2/18/2020,13:23:57,1,parent,28,05,28,5,4,correct,1
13,7,5,E1,I1,E1,1,R,E1,2/18/2020,13:23:57,1,parent,28,05,28,5,4,rt,3947
13,7,5,E1,I1,E1,1,R,E1,2/18/2020,13:23:57,1,parent,28,05,28,5,4,log_rt,8.280711075662847
13,7,6,G1,E1,G1,1,R,G1,2/18/2020,13:23:57,1,child,53,08,53,8,4,correct,1
13,7,6,G1,E1,G1,1,R,G1,2/18/2020,13:23:57,1,child,53,08,53,8,4,rt,3983
13,7,6,G1,E1,G1,1,R,G1,2/18/2020,13:23:57,1,child,53,08,53,8,4,log_rt,8.289790583181643
13,7,7,F1,C1,F1,1,R,F1,2/18/2020,13:23:57,1,parent,69,40,69,40,6,correct,1
13,7,7,F1,C1,F1,1,R,F1,2/18/2020,13:23:57,1,parent,69,40,69,40,6,rt,2510
13,7,7,F1,C1,F1,1,R,F1,2/18/2020,13:23:57,1,parent,69,40,69,40,6,log_rt,7.828038032125829
13,7,8,I1,E1,I1,1,R,I1,2/18/2020,13:23:57,1,child,47,02,47,2,8,correct,1
13,7,8,I1,E1,I1,1,R,I1,2/18/2020,13:23:57,1,child,47,02,47,2,8,rt,4672
13,7,8,I1,E1,I1,1,R,I1,2/18/2020,13:23:57,1,child,47,02,47,2,8,log_rt,8.449342524508063
13,7,9,C1,I1,C1,1,R,C1,2/18/2020,13:23:57,1,child,36,10,36,10,6,correct,1
13,7,9,C1,I1,C1,1,R,C1,2/18/2020,13:23:57,1,child,36,10,36,10,6,rt,5824
13,7,9,C1,I1,C1,1,R,C1,2/18/2020,13:23:57,1,child,36,10,36,10,6,log_rt,8.669742589876522
19,8,0,E1,E1,B1,1,L,E1,2/18/2020,14:00:23,1,parent,39,09,39,9,6,correct,1
19,8,0,E1,E1,B1,1,L,E1,2/18/2020,14:00:23,1,parent,39,09,39,9,6,rt,5376
19,8,0,E1,E1,B1,1,L,E1,2/18/2020,14:00:23,1,parent,39,09,39,9,6,log_rt,8.589699882202986
19,8,1,B1,B1,D1,1,L,B1,2/18/2020,14:00:23,1,parent,52,05,52,5,6,correct,1
19,8,1,B1,B1,D1,1,L,B1,2/18/2020,14:00:23,1,parent,52,05,52,5,6,rt,2628
19,8,1,B1,B1,D1,1,L,B1,2/18/2020,14:00:23,1,parent,52,05,52,5,6,log_rt,7.873978379604501
19,8,2,A1,A1,I1,2,L,A1,2/18/2020,14:00:23,2,parent,64,34,64,34,4,correct,1
19,8,2,A1,A1,I1,2,L,A1,2/18/2020,14:00:23,2,parent,64,34,64,34,4,rt,3784
19,8,2,A1,A1,I1,2,L,A1,2/18/2020,14:00:23,2,parent,64,34,64,34,4,log_rt,8.238536930171769
19,8,3,K1,B1,K1,2,R,K1,2/18/2020,14:00:23,2,parent,55,34,55,34,4,correct,1
19,8,3,K1,B1,K1,2,R,K1,2/18/2020,14:00:23,2,parent,55,34,55,34,4,rt,3069
19,8,3,K1,B1,K1,2,R,K1,2/18/2020,14:00:23,2,parent,55,34,55,34,4,log_rt,8.029107054619736
19,8,4,D1,D1,E1,1,L,D1,2/18/2020,14:00:23,1,parent,26,07,26,7,4,correct,1
19,8,4,D1,D1,E1,1,L,D1,2/18/2020,14:00:23,1,parent,26,07,26,7,4,rt,4703
19,8,4,D1,D1,E1,1,L,D1,2/18/2020,14:00:23,1,parent,26,07,26,7,4,log_rt,8.455955881945048
19,8,5,I1,I1,E1,2,L,I1,2/18/2020,14:00:23,2,parent,74,40,74,40,6,correct,1
19,8,5,I1,I1,E1,2,L,I1,2/18/2020,14:00:23,2,parent,74,40,74,40,6,rt,2788
19,8,5,I1,I1,E1,2,L,I1,2/18/2020,14:00:23,2,parent,74,40,74,40,6,log_rt,7.933079771880415
19,8,6,F1,B1,F1,2,L,B1,2/18/2020,14:00:23,2,child,28,35,28,35,4,correct,0
19,8,6,F1,B1,F1,2,L,B1,2/18/2020,14:00:23,2,child,28,35,28,35,4,rt,3828
19,8,6,F1,B1,F1,2,L,B1,2/18/2020,14:00:23,2,child,28,35,28,35,4,log_rt,8.250097752572845
19,8,7,C1,I1,C1,1,R,C1,2/18/2020,14:00:23,1,parent,9,09,9,9,6,correct,1
19,8,7,C1,I1,C1,1,R,C1,2/18/2020,14:00:23,1,parent,9,09,9,9,6,rt,3639
19,8,7,C1,I1,C1,1,R,C1,2/18/2020,14:00:23,1,parent,9,09,9,9,6,log_rt,8.19946419761216
19,8,9,G1,E1,G1,1,R,G1,2/18/2020,14:00:23,1,child,20,08,20,8,8,correct,1
19,8,9,G1,E1,G1,1,R,G1,2/18/2020,14:00:23,1,child,20,08,20,8,8,rt,2940
19,8,9,G1,E1,G1,1,R,G1,2/18/2020,14:00:23,1,child,20,08,20,8,8,log_rt,7.986164860332727
20,8,0,D1,D1,E1,2,L,D1,2/18/2020,14:03:08,2,child,61,31,61,31,4,correct,1
20,8,0,D1,D1,E1,2,L,D1,2/18/2020,14:03:08,2,child,61,31,61,31,4,rt,4459
20,8,0,D1,D1,E1,2,L,D1,2/18/2020,14:03:08,2,child,61,31,61,31,4,log_rt,8.402679804627477
20,8,1,B1,I1,B1,1,R,B1,2/18/2020,14:03:08,1,child,48,08,48,8,4,correct,1
20,8,1,B1,I1,B1,1,R,B1,2/18/2020,14:03:08,1,child,48,08,48,8,4,rt,3461
20,8,1,B1,I1,B1,1,R,B1,2/18/2020,14:03:08,1,child,48,08,48,8,4,log_rt,8.149312843635345
20,8,2,F1,G1,F1,2,R,F1,2/18/2020,14:03:08,2,parent,20,34,20,34,8,correct,1
20,8,2,F1,G1,F1,2,R,F1,2/18/2020,14:03:08,2,parent,20,34,20,34,8,rt,2140
20,8,2,F1,G1,F1,2,R,F1,2/18/2020,14:03:08,2,parent,20,34,20,34,8,log_rt,7.668561108015897
20,8,3,A1,A1,H1,1,L,A1,2/18/2020,14:03:08,1,parent,20,05,20,5,8,correct,1
20,8,3,A1,A1,H1,1,L,A1,2/18/2020,14:03:08,1,parent,20,05,20,5,8,rt,3324
20,8,3,A1,A1,H1,1,L,A1,2/18/2020,14:03:08,1,parent,20,05,20,5,8,log_rt,8.10892415597534
20,8,4,G1,G1,E1,2,L,G1,2/18/2020,14:03:08,2,parent,12,40,12,40,6,correct,1
20,8,4,G1,G1,E1,2,L,G1,2/18/2020,14:03:08,2,parent,12,40,12,40,6,rt,2170
20,8,4,G1,G1,E1,2,L,G1,2/18/2020,14:03:08,2,parent,12,40,12,40,6,log_rt,7.682482446534506
20,8,5,E1,H1,E1,1,R,E1,2/18/2020,14:03:08,1,child,67,06,67,6,8,correct,1
20,8,5,E1,H1,E1,1,R,E1,2/18/2020,14:03:08,1,child,67,06,67,6,8,rt,2834
20,8,5,E1,H1,E1,1,R,E1,2/18/2020,14:03:08,1,child,67,06,67,6,8,log_rt,7.949444420250626
20,8,6,K1,A1,K1,1,R,K1,2/18/2020,14:03:08,1,parent,20,07,20,7,8,correct,1
20,8,6,K1,A1,K1,1,R,K1,2/18/2020,14:03:08,1,parent,20,07,20,7,8,rt,4820
