subid,type,trial,target,person,correct,record
59,test,34,F1,parent,Y,This one looks like a big bird that we see on a zoo.
59,test,8,G1,child,Y,person sitting down for bus or doctor
59,test,36,G1,parent,Y,This one looks like when we are sitting on our chair eating dinner.
59,test,1,H1,parent,N,This has a square at the top
59,test,35,H1,child,Y,This one look like some daddy bringing a handsome gift
59,test,5,I1,parent,Y,This one looks like a waitress that has a tray with food that they are serving you.
59,test,31,I1,child,Y,This one has a  nice food.
60,test,7,A1,parent,Y,click on the one that looks like somebody running and looking up.
60,test,37,A1,child,Y,it's the man running
60,test,6,B1,child,Y,it looks like someone walking and looking down at the ground
60,test,36,B1,parent,Y,tap on the one that looks like a man walking looking down at the ground.
60,test,1,C1,parent,N,tap on the guy who is bending down
60,test,33,C1,child,Y,He looks like he's a doggy
60,test,3,D1,parent,Y,click on the one that looks like somebody lying down on his belly.
60,test,39,D1,child,Y,it's a person laying down on his belly.
60,test,5,E1,parent,Y,click on the one that looks like someone jumping up with their arms up in the air.
60,test,35,E1,child,Y,"he's jumping with his feet backwards, and he is putting his hands straight up"
60,test,2,F1,child,Y,someone jumping and holding up their hands
60,test,38,F1,parent,Y,can you tap on the one that looks like he is running with triangle feet?
60,test,10,G1,child,N,tap one the one that looks like it's jumping up and putting its hands in the air
60,test,32,G1,parent,Y,tap on the one that looks like it's jumping up and putting its hands in the air
60,test,8,H1,child,N,the one that looks like it's running 
60,test,40,H1,parent,Y,"the person looks like they are standing up, holding up their hands in their hat"
60,test,9,I1,parent,N,I want you to tap on the one that looks like a doggy on its hind legs
60,test,31,I1,child,Y,It looks like a doggy
60,test,4,K1,child,Y,dog.
60,test,34,K1,parent,Y,can you tap on the one who has a head that is on the shape of a house
61,test,4,A1,child,Y,a human who looks like it's dancing
61,test,38,A1,parent,Y,"this one has like two separate legs, like it's running"
61,test,5,B1,parent,Y,"This one kinda looks like it's walking, it's the one that does not have the triangle"
61,test,33,B1,child,Y,This one looks like it's sad and is walking slowly
61,test,3,C1,parent,Y,the thing that looks like his head is kinda to the side instead of on top of him
61,test,37,C1,child,Y,This one looks like it's diving
61,test,7,D1,parent,Y,This one looks like it's laying down
61,test,31,D1,child,Y,This one looks like it's laying down
61,test,35,E1,child,Y,This one looks like its jumping
61,test,6,F1,child,Y,Hm this one looks like it's running away from something
61,test,34,F1,parent,Y,"this is the crazy looking one, not the sad one, but the one that looks like it has arms spread open"
61,test,8,G1,child,Y,this one looks like it's architecture
61,test,32,G1,parent,Y,"not the one that's diving, but the one that looks like it's kneeling"
61,test,10,H1,child,Y,This one looks like it's in some sort of school
61,test,36,H1,parent,Y,looks like it's eating ice cream
61,test,2,I1,child,Y,he's kinda leaning over and he has a triangle in his hand
61,test,40,I1,parent,Y,looked like it was eating ice cream?
61,test,9,K1,parent,Y,"this one has a triangle at the very top, kinda looks like a house at the very top"
61,test,39,K1,child,Y,This one looks like it has a house and tail
62,test,5,A1,parent,Y,mine is the man walking
62,test,31,A1,child,Y,Someone running
62,test,3,B1,parent,Y,looks like a man walking
62,test,39,B1,child,Y,The guy walking with his head down
62,test,2,C1,child,Y,sort of like a guy crouching over on stairs or something
62,test,32,C1,parent,Y,"this one looks like someone that's kneeling down, praying with their head on the floor"
62,test,1,D1,parent,Y,it's got  a triangle on the left side
62,test,37,D1,child,Y,the guy in the hovercraft
62,test,6,E1,child,Y,It's sort of looks like a bat trying to fly or something
62,test,40,E1,parent,Y,the bat-looking one
62,test,8,F1,child,Y,It looks like someone's running with their hands up
62,test,38,F1,parent,Y,the person running with their arms outstretched
62,test,4,G1,child,Y,It sort of looks like someone with a dress sitting on something
62,test,34,G1,parent,Y,this is the one that looks like they're in a dress sitting on the floor
62,test,7,H1,parent,Y,looks like someone is holding a bowl
62,test,35,H1,child,Y,The guy with the cloak with his hands out
62,test,9,I1,parent,Y,looks like a person holding out a triangle bowl
62,test,33,I1,child,Y,Someone holding out a triangular bowl
62,test,10,K1,child,Y,It sort of looks like someone with a triangle hat
62,test,36,K1,parent,Y,"the house-head person, or dog"
64,test,10,A1,child,Y,touch the one that's running
64,test,34,A1,parent,Y,the running person
64,test,4,B1,child,Y,touch the person who's walking
64,test,36,B1,parent,Y,the sad person walking away
64,test,3,C1,parent,Y,you should touch the one who's trying to do a headstand
64,test,31,C1,parent,Y,the person doing a headstand?
64,test,5,D1,parent,Y,touch the one who's lying down
64,test,37,D1,child,Y,the one that's laying down
64,test,2,E1,child,N,you should touch the man who's walking with the square on his head
64,test,40,E1,parent,Y,the jumping up and down one
64,test,1,F1,parent,Y,touch the one that has a square on the upper left part and it looks like its walking
64,test,33,F1,child,Y,happy dance
64,test,6,G1,child,N,touch the one who's lying down
64,test,38,G1,parent,Y,the one who's on their knees
64,test,9,H1,parent,Y,touch the one who's standing up holding something
64,test,39,H1,child,Y,the one that's sticking the butt out and holding the bowl
64,test,8,I1,child,Y,the one that's sticking his butt out
64,test,32,I1,parent,Y,touch the one who's sticking their butt out
64,test,7,K1,parent,Y,touch the one who's standing up with their arms out
64,test,35,K1,child,Y,the one that's sticking their butt out
65,test,8,A1,child,Y,it's the one that's standing on one foot
65,test,34,A1,parent,Y,this is the woman walking backwards
65,test,3,B1,parent,Y,this one looks like the person walking away
65,test,37,B1,child,Y,the one that's walking away
65,test,9,C1,parent,Y,this one the person's got his head down on the ground
65,test,39,C1,child,Y,the one that's laying down
65,test,2,D1,child,Y,lying down
65,test,40,D1,parent,Y,this is the one lying down
65,test,4,E1,child,Y,the one that's jumping
65,test,38,E1,parent,Y,this is the one that's jumping
65,test,5,F1,parent,Y,this one looks like the person's dancing
65,test,35,F1,child,Y,the one that's skipping
65,test,6,G1,child,Y,the one that's standing up
65,test,32,G1,parent,Y,the one on her knees
65,test,7,H1,parent,N,this one looks like the person's on his knees
65,test,33,H1,child,Y,on his knees
65,test,1,I1,parent,Y,press the one that has a person that looks like hes holding a bowl
65,test,31,I1,child,Y,the one that's holding the ball
65,test,10,K1,parent,Y,one thats standing
65,test,36,K1,parent,Y,the one that's standing up
30,test,10,A1,parent,Y,"it's like one foot's on the ground, and one's in the air"
30,test,40,A1,parent,Y,someone's running with a cape
30,test,4,B1,child,Y,pick the one that looks like he's walking
30,test,38,B1,parent,Y,walking with the head down
30,test,8,C1,child,Y,pick the one that looks like it's kneeling
30,test,36,C1,parent,Y,kneeling down
30,test,7,D1,parent,Y,it looks like an airplane actually
30,test,35,D1,child,Y,airplane with a cube on top
30,test,3,E1,parent,Y,"looks like a person who's jumping really excited like they'd just gotten good news, or they're just graduated from college or something"
30,test,33,E1,child,Y,jumping for joy
30,test,9,F1,child,N,like it's running
30,test,23,F1,parent,Y,this one looks like it's doing the dab
30,test,1,G1,parent,Y,the one that looks like there's a lady standing straight up
30,test,39,G1,child,Y,the lady sitting at church
30,test,2,H1,child,Y,the one that looks like he has a dress cloak thing cause of church
30,test,34,H1,parent,Y,this looks like it's in a cap and gown
30,test,5,I1,parent,Y,this looks like someone serving something on a tray
30,test,6,K1,child,Y,"looks like its's a man or something, with a triangle hat on"
30,test,32,K1,parent,N,hands out looking to receive
31,test,3,A1,parent,Y,this person looks like he or she is walking
31,test,37,A1,child,Y,this one looks like she's running
31,test,7,B1,parent,Y,"this person looks like he or she is walking with the head down, maybe kinda sad"
31,test,31,B1,child,Y,"it looks like her head's down, she looks like she's walking"
31,test,9,C1,parent,Y,this person looks like they might be kneeling on the ground
31,test,35,C1,child,Y,this one looks like she's kicking up her leg
31,test,4,D1,child,Y,it looks like she's laying down
31,test,36,D1,parent,Y,"this one looks like someone who has one foot in the air, one foot down"
31,test,6,E1,parent,Y,this girl looks like she's jumping up
31,test,34,E1,parent,Y,this is like someone who is jumping for joy
31,test,2,F1,child,Y,this one looks like it's dabbing
31,test,32,F1,parent,Y,"this one looks like two triangles, someone wearing a dress with maybe two triangular heels"
31,test,1,G1,parent,N,this looks like a person who has a straight back and bent knees
31,test,33,G1,child,Y,this looks like a lady on the potty
31,test,5,H1,parent,N,"this person looks like they could be sitting or standing and perhaps reading a book, it has a straight back"
31,test,39,H1,child,Y,this looks like a person ministering
31,test,10,I1,child,Y,this one looks like she's giving maybe some stew
31,test,40,I1,parent,Y,"so this looks like maybe a butler, or someone like that, holding a basin or bowl"
31,test,8,K1,child,Y,this one looks like it's giving something but it has a tail sticking out
31,test,38,K1,parent,Y,this one looks like it has a triangular hat
32,test,8,A1,child,Y,choose the boy that has one foot up and one foot down
32,test,34,A1,parent,Y,choose the person that has one foot down and one foot up
32,test,2,B1,child,Y,the man that's walking
32,test,32,B1,parent,Y,choose the person that looks like it's walking
32,test,9,C1,parent,Y,choose the person that looks like it's crawling
32,test,31,C1,child,Y,choose the man that's bending down
32,test,4,D1,child,Y,choose the man that's on the floor
32,test,38,D1,parent,Y,"choose the person that's laying flat, not the person that looks like it's jumping, the one that's laying flat on the ground"
32,test,7,E1,parent,Y,choose the man that looks like it's jumping
32,test,33,E1,child,Y,choose the boy that's like flying up
32,test,10,F1,child,Y,choose that girl that's running
32,test,40,F1,parent,N," choose the opposite of the person that's laying, that's bending over"
32,test,5,G1,parent,Y,choose the man who's standing up
32,test,37,G1,parent,Y,who has a sharp point on the right side?
32,test,3,H1,parent,Y,choose the person that looks like it's shaped like it's standing up
32,test,35,H1,child,Y,choose the boy that has the cup in his hand
32,test,1,I1,parent,Y,choose the waiter. it looks like a waiter when you go out to eat? and he comes with the plate in his hand?
32,test,39,I1,child,Y,choose the boy that has the cup in it's hand
32,test,6,K1,child,Y,choose that man that's with one hand
32,test,36,K1,parent,Y,choose the person that doesn't have one foot down and one foot up
33,test,9,A1,parent,Y,a person running 
33,test,31,A1,child,Y,A person on one leg
33,test,4,B1,child,Y,Something walking
33,test,36,B1,parent,Y,a person walking like an old man 
33,test,8,C1,child,Y,the person crawling
33,test,34,C1,parent,Y,it's a person crawling
33,test,7,D1,parent,Y,like a person maybe lying down
33,test,5,E1,parent,Y,it looks like a person maybe jumping in the air
33,test,39,E1,child,Y,A person jumping
33,test,3,F1,parent,Y,It looks like a maybe like a clown with a funny hat on like a birthday hat
33,test,2,G1,child,Y,a tower
33,test,38,G1,parent,Y,like a tower
33,test,1,H1,parent,Y,it looks like a tower
33,test,33,H1,child,Y,A person giving a bowl
33,test,6,I1,child,Y,Somebody giving something to something that looks like somebody stealing something
33,test,32,I1,parent,Y,it's the person giving a bowl
33,test,10,K1,child,Y,a person with a house playing on top of them
33,test,40,K1,parent,Y,a person bending over to give something to someone
34,test,5,A1,parent,Y,looks like somebody running to the left
34,test,37,A1,child,Y,it looks someone like someone running to the left
34,test,1,B1,parent,Y,looks like a man walking to the left
34,test,39,B1,child,Y,it's the person person who's sad walking to the left
34,test,3,C1,parent,Y,looks like someone praying or diving into the water
34,test,35,C1,child,Y,This looks like someone kneeling
34,test,4,D1,child,Y,Car or something
34,test,40,D1,parent,Y,it's the ocean that has the mountains and the boat
34,test,2,E1,child,Y,looks like a man dancing to the right
34,test,32,E1,parent,Y,looks like a bird flying away
34,test,7,F1,parent,Y,the one that has the bigger shapes to it
34,test,31,F1,child,Y,looks like someone with a square head and has triangle feet
34,test,9,G1,parent,Y,A square on the top and a big square on the bottom and triangles on the square
34,test,33,G1,child,Y,looks like someone sitting down
34,test,8,H1,child,Y,is the one that has the bigger pieces
34,test,34,H1,parent,Y,This looks like somebody holding a box
34,test,6,I1,child,Y,looks like someone holding something
34,test,36,I1,parent,Y,it looks like someone holding a bowl
34,test,10,K1,child,Y,the arrow at the top
34,test,38,K1,parent,Y,it's the dog with the arrow head
35,test,1,A1,parent,Y,someone running
35,test,37,A1,child,Y,a person running
35,test,6,B1,child,N,a tired person
35,test,38,B1,parent,Y,a tired person walking
35,test,9,C1,parent,N,a sleeping person
35,test,35,C1,child,Y,a person crawling
35,test,32,D1,parent,Y,an airplane
35,test,7,E1,parent,Y,"a person jumping up, they look really happy"
35,test,39,E1,child,Y,a person jumping up
35,test,10,F1,child,Y,a bird
35,test,40,F1,parent,Y,a flying bird
35,test,4,G1,child,Y,a pigeon standing up
35,test,34,G1,parent,Y,a pigeon
35,test,3,H1,parent,Y,someone standing up
35,test,31,H1,child,Y,person reading a book
35,test,5,I1,parent,Y,looks like a waiter standing next to a table holding a bowl
35,test,33,I1,child,Y,a person holding a bowl
35,test,8,K1,child,Y,a puppy
35,test,36,K1,parent,Y,a puppy
36,test,6,A1,child,Y,This one looks like a person who's running
36,test,38,A1,parent,Y,This looks like skip to my lou
36,test,2,B1,child,Y,The one who's walking lonely
36,test,32,B1,parent,Y,I'm so sad I'm walking
36,test,10,C1,child,Y,it looks like two feet and then there's one rock
36,test,7,D1,parent,Y,the one who looks sleepy
36,test,37,D1,child,Y,I'm sleepy
36,test,1,E1,parent,Y,the one that looks like he's falling down
36,test,35,E1,child,Y,Hooray I'm gonna catch a ball
36,test,3,F1,parent,Y,This one looks like the one that's trying to catch a basketball that's in the air
36,test,33,F1,child,Y,hooray I'm gonna catch a ball
36,test,5,G1,parent,Y,this one looks like the person that's praying on their knees
36,test,31,G1,child,Y,I'm gonna pray
36,test,9,H1,parent,Y,this one looks like a student who's holding a box in front of him
36,test,39,H1,child,Y,Excuse me there you go
36,test,4,I1,child,Y,this person is holding a bowl
36,test,36,I1,parent,Y,Excuse me sir
36,test,8,K1,child,Y,the one who's trying to catching something
37,test,10,A1,child,Y,it looks like a man
37,test,38,A1,parent,Y,walking
37,test,6,B1,child,Y,it's a man walking
37,test,36,B1,parent,Y,walking with their head down
37,test,2,C1,child,Y,it's a person laying down
37,test,32,C1,parent,Y,diving
37,test,3,D1,parent,Y,it looks like an airplane
37,test,37,D1,child,Y,airplane
37,test,9,E1,parent,Y,this one looks like they're jumping for joy
37,test,31,E1,child,Y,jumping
37,test,4,F1,child,Y,"it's not the tall one, it doesn't have the square on top"
37,test,40,F1,parent,Y,dabbing or a woman running with a purse
37,test,1,G1,parent,Y,"it's like a building, it's really tall"
37,test,33,G1,child,Y,a seal
37,test,7,H1,parent,Y,this one looks like someone who's singing
37,test,35,H1,child,Y,singing
37,test,5,I1,parent,Y,this looks like it's Jeeves
37,test,39,I1,child,Y,Jeeves
37,test,8,K1,child,Y,it's like Jeeves
37,test,34,K1,parent,Y,Jeeves
38,test,7,A1,parent,N,it has a tail
38,test,35,A1,child,N,the big one
38,test,39,B1,child,Y,the one standing up
38,test,8,C1,child,Y,the small square
38,test,32,C1,parent,Y,this is the the small one. not the one that's standing up
38,test,1,D1,parent,Y,"a flat shape. it's not the one standing up, it's the one laying down"
38,test,31,D1,child,N,the big one
38,test,10,E1,child,Y,the square
38,test,38,E1,parent,Y,it's real big and it has a big diamond
38,test,2,F1,child,N,it's standing up
38,test,34,F1,parent,Y,which one has the square? and which has the two half triangles at the bottom
38,test,9,G1,parent,Y,"this one is standing up straight, it's not the one that's laying down, it's the one that's tall"
38,test,5,H1,parent,Y,this one has a diamond at the top of it
38,test,37,H1,child,N,the one laying down
38,test,6,I1,child,Y,the square
38,test,40,I1,parent,Y,"this one is the one that is standing up and it has a big diamond at the top of its head, and a half triangle that looks like it's his hand"
38,test,4,K1,child,Y,standing up
38,test,36,K1,parent,Y,the big arrow with the tail
39,test,10,A1,child,Y,looks like a person standing on one leg
39,test,36,A1,parent,Y,looks like a person running on one leg
39,test,3,B1,parent,Y,this one looks like a man standing up and walking with it's head tilted
39,test,31,B1,child,Y,the one walking with his head down
39,test,4,C1,child,Y,looks like a person crouching
39,test,38,C1,parent,Y,looks like a person crouching
39,test,7,D1,parent,Y,looks like a person laying down
39,test,33,D1,child,Y,this looks like a person reading
39,test,9,E1,parent,Y,kind of looks like somebody jumping up in the air like they're very excited
39,test,37,E1,child,Y,looks like a person jumping
39,test,1,F1,parent,Y,has a square and some pointy pieces and some triangles on the bottom corner
39,test,35,F1,child,Y,looks like a person doing splits
39,test,2,G1,child,Y,she has a dress and the head is tilted and it's sitting on the square
39,test,34,G1,parent,Y,looks like a person sitting down
39,test,6,H1,child,Y,it looks like he's worshiping
39,test,32,H1,parent,Y,this one looks like the priest
39,test,8,I1,child,Y,"looks like a boy kneeling with a hand behind his back, carrying a pitcher"
39,test,40,I1,parent,Y,looks like a person bending over holding a bowl
39,test,5,K1,parent,Y,looks like somebody bending over and it almost looks like they have a tail
39,test,39,K1,child,Y,looks like a person bending over
40,test,10,A1,child,Y,This guy looks like he's running
40,test,34,A1,parent,Y,The runner
40,test,5,B1,parent,Y,this guy looks like he's walking away kinda sad
40,test,39,B1,child,Y,The walker
40,test,2,C1,child,Y,This guy this looks like he's standing on his hands and doing a downward dog at the same time
40,test,32,C1,parent,Y,Downward dog
40,test,3,D1,parent,Y,this one looks like he's laying down and reading a book
40,test,31,D1,child,Y,Reader
40,test,4,E1,child,Y,This guy looks like he's jumping
40,test,36,E1,parent,Y,The jumper
40,test,6,F1,child,Y,This guy kinda looks like he's running with his arms up
40,test,40,F1,parent,Y,The jumper
40,test,8,G1,child,Y,It's probably sitting on the chair
40,test,38,G1,parent,N,the sitter
40,test,7,H1,parent,Y,This guy is standing up
40,test,37,H1,child,Y,"The reader, He's like standing up and reading, like for marriage"
40,test,9,I1,parent,Y,This guy looks like he's a waiter
40,test,35,I1,child,Y,The waiter
40,test,1,K1,parent,Y,This shape kinda looks like someone's bending over
40,test,33,K1,child,Y,Triangle hat
42,test,9,A1,parent,Y,a person that is standing on one leg and has one leg up behind him
42,test,31,A1,child,Y,someone running on one leg
42,test,5,B1,parent,Y,a person walking with no hat and two legs
42,test,33,B1,child,Y,No ice cream
42,test,7,C1,parent,Y,it's a person kneeling down
42,test,35,C1,child,Y,he's laying down but it's not connected
42,test,6,D1,child,Y,It's a rocketship
42,test,34,D1,parent,Y,It's a person laying down with two triangle feet
42,test,10,E1,child,Y,He's jumping
42,test,38,E1,parent,Y,No ice cream
42,test,4,F1,child,Y,like a split
42,test,40,F1,parent,Y,a person and they're standing on two triangle feet
42,test,1,G1,parent,Y,big black box at the bottom and a little square at the top
42,test,37,G1,child,Y,It's a woman sitting down
42,test,3,H1,parent,Y,"Someone a little bit wider, and standing not running"
42,test,39,H1,child,Y,And he's like fat
42,test,8,I1,child,Y,he has a icecream with no ice cream on top
42,test,36,I1,parent,Y,ice cream no cone
42,test,2,K1,child,Y,It has a tail
42,test,24,K1,parent,Y,You can only see one leg and a tail and a triangle hat
43,test,3,A1,parent,Y,It is a person facing away with one leg up
43,test,33,A1,child,Y,Running
43,test,4,B1,child,Y,It is walking slowly with his head down
43,test,36,B1,parent,Y,Walking
43,test,7,C1,parent,Y,it's like leaning over like leapfrog
43,test,37,C1,child,Y,Leapfrog
43,test,5,D1,parent,Y,It's lying down
43,test,39,D1,child,Y,Swimming
43,test,8,E1,child,Y,It is jumping up
43,test,40,E1,parent,Y,Jumping up with arms out
43,test,9,F1,parent,Y,It has legs spread out and hands pointing up
43,test,31,F1,child,Y,legs far apart
43,test,6,G1,child,Y,it is standing up
43,test,32,G1,parent,Y,not the leapfrog
43,test,1,H1,parent,Y,it looks like a person standing up
43,test,35,H1,child,Y,Arms out
43,test,10,I1,child,Y,He is holding something
43,test,34,I1,parent,Y,Bowl
43,test,2,K1,child,Y,It is praying
43,test,38,K1,parent,Y,Standing with the tail
44,test,3,A1,parent,Y,select the one that has the person running with one foot on the ground
44,test,37,A1,child,Y,the person running
44,test,8,B1,child,Y,it's a lonely person with one foot walking on the ground and its face up 
44,test,38,B1,parent,Y,It's the person who looks sad and lonely
44,test,5,C1,parent,Y,this is a person kind of crouching down with their head near the ground
44,test,31,C1,child,Y,It's a person crouching down
44,test,9,D1,parent,Y,the person's lying down
44,test,35,D1,child,Y,a person lied down
44,test,2,E1,child,Y,It's a shape
44,test,32,E1,parent,Y,Person jumping in the air
44,test,7,F1,parent,Y,This is a person that's kind of bent in half like kind of bent over and their feet are really wide apart
44,test,33,F1,child,Y,It's a person walking with it's legs wide open
44,test,6,G1,child,Y,it's a person sitting with no feet and a head
44,test,34,G1,parent,Y,This is a person sitting down
44,test,10,H1,child,Y,it's a person staying still with its eyes straight and finger pointing
44,test,40,H1,parent,Y,This is the person with a tray in his hand
44,test,4,I1,child,Y,it's a person standing with a different kind of shaped triangles in its hand
44,test,36,I1,parent,Y,It's the person with a triangle on his hand
44,test,19,K1,child,Y,It's a person wearing a hat
45,test,4,A1,child,Y,He's running
45,test,38,A1,parent,Y,This is a person running
45,test,1,B1,parent,Y,this one looks like a person standing up
45,test,37,B1,child,Y,This is a person walking
45,test,2,C1,child,Y,He's kneeling down and it's like he's looking
45,test,40,C1,parent,Y,This looks like someone crawling
45,test,3,D1,parent,Y,This one looks like somebody laying on the floor
45,test,35,D1,child,Y,this one looks like a person laying kicking his legs up and down
45,test,6,E1,child,Y,he's jumping up with his legs kicked backwards
45,test,32,E1,parent,Y,This one looks like someone jumping for joy
45,test,7,F1,parent,Y,it is not the one that looks like somebody crawling
45,test,39,F1,child,Y,This is a person that kinda looks like a duck
45,test,9,G1,parent,Y,this one at the very top is a square that's tilted a little bit
45,test,33,G1,child,Y,it has a triangle sticking out and a square tilted at the top
45,test,8,H1,child,Y,It kinda looks like he's holding a towel
45,test,36,H1,parent,Y,this is a person standing up
45,test,10,I1,child,Y,it looks like a guy holding a a tea pot
45,test,34,I1,parent,Y,This one looks like a waiter holding a tea pot
45,test,5,K1,parent,Y,it looks like an arrow pointing up at the very top of it
45,test,31,K1,child,Y,It's a person with a triangle on the top like a hat and it kinda has a tail and its arms are sticking out
46,test,4,A1,child,Y,it's a person walking
46,test,40,A1,parent,Y,"it looks like the person is dancing on one leg, with one leg in the air"
46,test,10,B1,child,Y,a person walking
46,test,36,B1,parent,N,the person's feet look like triangles and the head looks like a square
46,test,8,C1,child,Y,he's laying down
46,test,32,C1,parent,N,a square that is going inside an empty space
46,test,7,D1,parent,Y,it look like a person is laying down straight with their legs in the air
46,test,31,D1,child,Y,a boy that has two triangles
46,test,2,E1,child,Y,she's flying around
46,test,38,E1,parent,Y,it looks like a bird flying
46,test,9,F1,parent,Y,"it kind of looks like a bird, flying"
46,test,39,F1,child,Y,a kid running
46,test,6,G1,child,Y,a dress and a square on its head
46,test,34,G1,parent,Y,a square at the very top that looks like another square at the bottom with a triangle on top of the square. it look like a lady sitting down on top of the box.
46,test,1,H1,parent,N,looks like a person that is standing straight up and it look like they're holding a box or some books
46,test,37,H1,child,Y,a man giving you food
46,test,5,I1,parent,Y,it looks like a person who's holding a tray and about to hand you some food
46,test,35,I1,child,Y, a man giving them some food
46,test,3,K1,parent,Y,"it kinda look like a puppy standing up on two legs, or maybe a person washing their hands."
46,test,33,K1,child,Y,a doggy
47,test,9,A1,parent,Y,"don't pick the dog, pick the one that looks like a regular person just standing on one leg"
47,test,39,A1,child,Y,choose the one that looks like it's standing up straight with all kind of arms
47,test,4,B1,child,Y,pick the one that looks like it's walking instead of holding a triangle
47,test,38,B1,parent,Y,"choose the one that looks like it's walking away, sad"
47,test,10,C1,child,Y,pick the one that looks like them praying
47,test,36,C1,parent,Y,choose the one that is praying
47,test,5,D1,parent,Y,pick the one that looks like its laying down
47,test,37,D1,child,Y,"choose the one that doesn't look like the dog, the one that looks like it's having no fun"
47,test,3,E1,parent,N,choose the one that has the two big points at the top
47,test,35,E1,child,Y,choose someone that doesn't look sad
47,test,8,F1,child,Y,pick the one that doesn't look like a teacher. the one that looks like a student running
47,test,34,F1,parent,Y,"choose the one that looks like they're running, not praying"
47,test,1,G1,parent,Y,choose the one that looks like there's a teacher sitting on a chair looking downward
47,test,33,G1,child,Y,"choose the one who doesn't look like a dog, the opposite one"
47,test,7,H1,parent,Y,"pick the one that looks like a person pointing, not jumping up and down"
47,test,31,H1,child,Y, choose the one who looks like the pastor preaching
47,test,2,I1,child,Y,pick the one that looks like a person holding like a triangle
47,test,40,I1,parent,Y,choose the one that's holding the triangle
47,test,6,K1,child,Y,"pick the one that kind of looks like a dog because it has a triangle tail, and it's not laying it's like standing up"
47,test,32,K1,parent,Y,"choose the doggie, with his tail"
48,test,2,A1,child,Y,a cocka-doodle-doo
48,test,40,A1,parent,Y,this person is running
48,test,8,B1,child,Y,a person who's standing up
48,test,38,B1,parent,Y,this person is walking
48,test,3,C1,parent,Y,this looks like a person on his arms and feet
48,test,39,C1,child,Y,this person is laying down
48,test,7,D1,parent,Y,"this looks like a person that's laying down, like sleeping"
48,test,37,D1,child,Y,this person is laying down
48,test,6,E1,child,N,a person who's standing up
48,test,34,E1,parent,Y,this person looks like he is dancing
48,test,1,F1,parent,Y,"a shape that does not look like a human, not a human"
48,test,35,F1,child,Y,this person is a duckie
48,test,4,G1,child,Y,it looks like its sitting on his butt
48,test,32,G1,parent,Y,this person is sitting down
48,test,5,H1,parent,N,"this also looks like a person, just standing up"
48,test,31,H1,child,Y,this person is giving you something
48,test,10,I1,child,Y,someone who's holding a triangle
48,test,36,I1,parent,Y,this person is holding a triangle
48,test,9,K1,parent,Y,this looks like a person standing up but bending over trying to give you something
48,test,33,K1,child,Y,this person is giving you something
49,test,2,A1,child,Y, it has the square on top
49,test,40,A1,parent,Y,the runner
49,test,9,B1,parent,Y," this one looks like a person walking very sad, like they're holding their head down"
49,test,39,B1,child,Y,the one that looks sad
49,test,1,C1,parent,Y,it's the one that kind of looks like a person bending down to get something
49,test,35,C1,child,Y,the one that looks like it fell
49,test,7,D1,parent,Y,the one that looks like a person fell down on the ground
49,test,31,D1,child,Y,the guy who looks like it fell
49,test,3,E1,parent,Y, this is a person that maybe looks like it's tripping and falling
49,test,37,E1,child,Y,the party animal
49,test,6,F1,child,Y,it's the person that's looking like it's raising its hands up
49,test,38,F1,parent,Y,the celebration one
49,test,8,G1,child,Y,the one that looks like it's kneeling down and putting its hands on the ground
49,test,34,G1,parent,Y,"the one in church, kneeling or sitting"
49,test,5,H1,parent,Y,it looks like a person holding a book
49,test,33,H1,child,Y,the guy who looks like it's holding a book
49,test,10,I1,child,Y,it's the one that looks like its drinking from a water fountain
49,test,32,I1,parent,Y,the drinking fountain
49,test,4,K1,child,Y,the one where it looks like a dog that's standing up
49,test,36,K1,parent,Y,the dog
50,test,4,A1,child,Y,like a person who's like standing on one leg
50,test,38,A1,parent,Y,the person walking left
50,test,6,B1,child,Y,like a person walking
50,test,34,B1,parent,Y,walking to the left
50,test,2,C1,child,Y,"a person who's like, crawling"
50,test,36,C1,parent,Y,the crawling person
50,test,10,D1,child,Y,a person laying down on their belly
50,test,32,D1,parent,Y,"the belly, lying down"
50,test,9,E1,parent,Y,a person jumping
50,test,33,E1,child,Y,jumping
50,test,3,F1,parent,Y,a person who's maybe running or something?
50,test,37,F1,child,Y,the person with their hands in the air
50,test,8,G1,child,Y,a person who has both hands like straight not crawling but straight
50,test,40,G1,parent,Y,the person who's sitting
50,test,7,H1,parent,Y,"this person is not moving, not jumping, just standing"
50,test,39,H1,child,Y,the person who's standing up
50,test,5,I1,parent,Y,"a person, he's like holding something like a tray"
50,test,35,I1,child,Y,person holding a tray
50,test,1,K1,parent,Y,a man. he's sort of reaching to the right.
50,test,31,K1,child,Y,a person who's bending over
66,test,8,A1,child,Y,kind of like you are running  or jogging or something like that
66,test,36,A1,parent,Y,"the dancing, twirling ballerina"
66,test,9,B1,parent,Y,this one looks like someone who is sad and looking at the ground  and maybe has like their hands in their pocket in that coat or something
66,test,31,B1,child,Y,he's looking down at the ground
66,test,10,C1,child,Y,this guy is like crawling like a baby like if he were trying to get under something tiny
66,test,40,C1,parent,Y, this is the baby crawling
66,test,7,D1,parent,Y,this one looks like they are lying on the floor on their tummy reading with their little feet in the air
66,test,37,D1,parent,Y,you on your tummy reading
66,test,5,E1,parent,Y,"it looks like someone who's jumping up and has their arms up in the air, it looks like they are happy, or maybe, playing basketball or something and they're like reaching up with one of their hands"
