word,aoa,log_freq
crossword,7.21,1.7450980392156863
crotch,8.94,2.7450980392156863
crotchet,9.32,0.0392156862745098
crotchety,11.8,0.2549019607843137
crouch,8.5,0.7450980392156863
croup,12.79,0.27450980392156865
croupier,17.25,0.29411764705882354
crouton,8.17,0.2549019607843137
crow,5.74,4.450980392156863
crowbar,8.72,1.2941176470588236
crowd,7.14,37.372549019607845
crowded,7.63,8.941176470588236
crowfoot,10.64,NA
crown,7.8,13.686274509803921
crucial,10.68,4.588235294117647
crucible,14.42,0.17647058823529413
cruciferous,16.09,0.0196078431372549
crucifix,9.05,1.1764705882352942
crucifixion,9.2,0.7450980392156863
cruciform,15.55,0.0196078431372549
crucify,8.94,2.176470588235294
crud,9,1.0196078431372548
cruddy,6.88,0.29411764705882354
crude,11.11,3.0392156862745097
crudeness,11.37,0.0392156862745098
crudity,13.69,0.0784313725490196
cruel,7.63,18.352941176470587
cruelty,8.89,3.2549019607843137
cruet,17.44,0.0196078431372549
cruise,9.33,12.27450980392157
cruiser,10.26,3.176470588235294
cruller,11.62,0.19607843137254902
crumb,5.89,1.803921568627451
crumble,6.68,1.392156862745098
crumbly,7.61,0.11764705882352941
crumby,8.53,0.058823529411764705
crummy,6.39,3.3529411764705883
crumpet,11.85,0.3333333333333333
crumple,7.71,0.1568627450980392
crunch,5.63,3.5098039215686274
crunchable,7.85,0.0392156862745098
cruncher,8.39,0.0784313725490196
crunchiness,8.79,0.0196078431372549
crunchy,5.44,0.9411764705882353
crusade,10.45,3.803921568627451
crusader,12.56,1.1176470588235294
crush,7.58,16.80392156862745
crusher,8.5,1.0980392156862746
crust,5.95,3.2549019607843137
crustacean,10.38,0.23529411764705882
crusty,7.63,1.0588235294117647
crutch,7.21,1.3137254901960784
crux,12.11,0.29411764705882354
cry,2.78,65.6470588235294
crybaby,6.35,1.3137254901960784
cryobiology,16.67,0.058823529411764705
cryogenic,16.12,0.3333333333333333
cryogenics,14.67,0.17647058823529413
cryonic,15.07,0.058823529411764705
cryonics,13.4,0.3333333333333333
crypt,10.68,1.3725490196078431
cryptic,11.78,1.0392156862745099
crypto,14.21,0.0784313725490196
cryptogenic,13.75,0.0196078431372549
cryptogram,14.22,0.0196078431372549
cryptograph,14.43,0.0196078431372549
cryptographer,14.73,0.0392156862745098
cryptography,14.5,0.21568627450980393
cryptologist,15.44,0.0196078431372549
cryptology,14.76,0.0392156862745098
cryptonym,14,0.0196078431372549
crystal,7.78,16.137254901960784
crystalline,12.58,0.3137254901960784
crystallization,12,0.13725490196078433
crystallize,11.82,0.0784313725490196
crystallography,15.44,0.0196078431372549
crystalloid,14,0.0392156862745098
cub,5.4,2.0980392156862746
cubage,13.33,0.0196078431372549
cubby,6.06,0.7843137254901961
cubbyhole,6.5,0.09803921568627451
cube,7.32,2.980392156862745
cubeb,17,0.0196078431372549
cubic,11.33,0.8627450980392157
cubical,11.2,0.0196078431372549
cubicle,13.11,2.5686274509803924
cubism,13.21,0.11764705882352941
cubist,14.23,0.0392156862745098
cubistic,15.14,0.0196078431372549
cubit,13.42,0.0392156862745098
cuckold,14.38,0.43137254901960786
cuckoo,6.61,2.9607843137254903
cucumber,5.72,1.9803921568627452
cud,10.85,0.2549019607843137
cudbear,11,0.058823529411764705
cuddle,6.16,2.156862745098039
cuddy,12.78,0.4117647058823529
cudgel,11.57,0.0196078431372549
cue,10.89,7.784313725490196
cuff,8.44,5.705882352941177
cufflink,9.84,0.09803921568627451
cuirass,15.86,0.0196078431372549
cuisine,11.67,1.9411764705882353
culinary,10.84,1.196078431372549
cull,15.79,0.0784313725490196
culminate,13.81,0.11764705882352941
culmination,12.11,0.4117647058823529
culottes,13.5,0.0392156862745098
culpa,13.25,0.4117647058823529
culpability,12.81,0.11764705882352941
culpable,15.61,0.19607843137254902
culprit,10.65,1.0784313725490196
cult,10.63,4.450980392156863
cultish,13.4,0.0196078431372549
cultivar,15.5,0.0392156862745098
cultivate,12.39,0.9411764705882353
cultivation,11.63,0.1568627450980392
cultivator,13.21,0.09803921568627451
cultural,10.56,3.9607843137254903
culture,9.52,13.941176470588236
cultured,11,0.9607843137254902
cultureless,13.65,0.058823529411764705
culvert,10.33,0.37254901960784315
cumbersome,10.53,0.29411764705882354
cumbrous,14.5,NA
cumin,12.85,0.3137254901960784
cummerbund,13,0.1568627450980392
cumulative,12.95,0.21568627450980393
cumulonimbus,14.58,0.0392156862745098
cumulus,12.13,0.29411764705882354
cuneiform,14,0.11764705882352941
cunnilingus,16.29,0.21568627450980393
cunning,10.84,4.0588235294117645
cunningness,13.06,0.0196078431372549
cunt,13.74,6.862745098039215
cup,3.57,51.64705882352941
cupboard,6.39,2.4901960784313726
cupcake,4.11,3.2745098039215685
cupful,6.4,0.0196078431372549
cupidity,12.4,0.0196078431372549
cupric,17.43,0.0196078431372549
cur,14.6,0.6078431372549019
curable,10.7,0.2549019607843137
curare,15.67,0.19607843137254902
curate,15.67,0.09803921568627451
curative,13.6,0.21568627450980393
curator,11.68,0.9215686274509803
curatorship,15,0.0196078431372549
curb,6.81,4.098039215686274
curbside,10.72,0.13725490196078433
curbstone,10.82,0.058823529411764705
curculio,13.12,0.0196078431372549
curd,10.17,0.43137254901960786
curdle,11.17,0.17647058823529413
curdled,10,0.1568627450980392
cure,9.58,20.84313725490196
cureless,11.24,0.0196078431372549
curette,17.33,0.0392156862745098
curfew,10.26,4.588235294117647
curia,15.17,0.0196078431372549
curio,11.46,0.17647058823529413
curiosity,8.33,8.529411764705882
curious,6.64,26.215686274509803
curium,16.22,0.0196078431372549
curl,6.39,2.3529411764705883
curler,7.62,0.09803921568627451
curlew,14.56,0.0196078431372549
curling,9.11,0.9607843137254902
curmudgeon,12.88,0.17647058823529413
currant,12.31,0.0392156862745098
currency,9.21,3.6470588235294117
current,8.94,17.03921568627451
currently,8.221184999999998,6.882352941176471
curricular,10.1,0.058823529411764705
curriculum,10.35,1.3725490196078431
currish,13,0.0196078431372549
curry,13.28,2.4313725490196076
curse,7.47,18.215686274509803
cursive,7.32,0.0784313725490196
cursor,12.16,0.058823529411764705
cursory,13.56,0.29411764705882354
curst,12.14,0.13725490196078433
curt,13.41,2.6666666666666665
curtail,12.88,0.11764705882352941
curtailment,14.79,0.0196078431372549
curtain,4.95,10.294117647058824
curtsy,8.79,0.5686274509803921
curvaceous,12.73,0.11764705882352941
curvature,13,0.23529411764705882
curve,7.52,4.607843137254902
curveball,9.11,0.3333333333333333
curved,6.67,0.6078431372549019
curvy,9.22,0.19607843137254902
cushion,5.53,2.156862745098039
cushy,8.83,0.7058823529411765
cusp,12.69,0.27450980392156865
cuspidor,14.83,0.0784313725490196
cuss,6.79,1.0588235294117647
cussedness,12.6,0.0196078431372549
custard,8.5,1.2549019607843137
custodial,11.47,0.39215686274509803
custodian,8.05,0.9607843137254902
custodianship,12.39,0.0392156862745098
custody,9.5,19.254901960784313
custom,8.36,6.196078431372549
customary,11.16,2.176470588235294
customer,7.21,15.196078431372548
customize,12.16,0.0784313725490196
customized,10.56,0.6078431372549019
customizer,12.5,0.0196078431372549
customs,9.216334,6.392156862745098
cut,4.43,229.76470588235293
cutaneous,14.67,0.058823529411764705
cutaway,12.41,0.0784313725490196
cutback,12.26,0.3333333333333333
cute,4.26,87.74509803921569
cuteness,7.39,0.35294117647058826
cutesy,7.39,0.27450980392156865
cuticle,11.82,0.37254901960784315
cutie,4.7,2.8823529411764706
cutlass,11.81,0.5098039215686274
cutlery,9.89,0.35294117647058826
cutlet,11.76,0.35294117647058826
cutoff,8.83,0.5882352941176471
cutout,6.94,0.29411764705882354
cutter,7.95,4.686274509803922
cutthroat,10.76,0.8235294117647058
cuttle,11.603501999999999,0.0196078431372549
cuttlebone,12.5,0.0196078431372549
cuttlefish,12.88,0.19607843137254902
cutup,9.86,0.0784313725490196
cyan,11.44,0.17647058823529413
cyanic,16,0.058823529411764705
cyanide,14,1.803921568627451
cyanosis,17.09,0.11764705882352941
cyanotic,16.25,0.49019607843137253
cybernetic,16.08,0.3333333333333333
cybernetics,15.33,0.0784313725490196
cybersex,15.24,0.13725490196078433
cyberspace,14.42,0.47058823529411764
cyclamen,15.25,0.0196078431372549
cycle,7.5,5.882352941176471
cycler,11.06,0.0196078431372549
cyclic,12.2,0.17647058823529413
cyclical,13.44,0.1568627450980392
cyclist,8.56,0.09803921568627451
cycloid,13.75,0.0196078431372549
cyclone,9.58,0.47058823529411764
cyclopedia,14.29,0.0196078431372549
cyclotron,16.43,0.0784313725490196
cygnet,12,NA
cylinder,9.63,1.5686274509803921
cylindrical,10.56,0.1568627450980392
cymbal,9.94,0.2549019607843137
cymbals,8.12932,0.47058823529411764
cymbidium,14.62,0.0196078431372549
cynic,13.07,1.0980392156862746
cynical,13.44,3.6666666666666665
cynicism,13.25,0.9019607843137255
cynosure,16.14,0.0392156862745098
cyst,11.81,0.43137254901960786
cystic,14.12,0.45098039215686275
cytomegalovirus,19.43,0.0196078431372549
cytoplasm,12.69,0.0784313725490196
cytosine,14.5,0.0392156862745098
czar,11.71,0.6862745098039216
czardas,15.67,0.058823529411764705
czarist,15.54,0.0392156862745098
dab,6.72,1.1176470588235294
dabble,10.21,0.5686274509803921
dabbler,13.73,0.0196078431372549
dace,14.25,0.09803921568627451
dacha,14.33,0.0784313725490196
dachshund,9.17,0.35294117647058826
dactyl,14.08,0.0196078431372549
dactylic,16.5,NA
dad,2.58,507.2549019607843
daddy,2.56,185.07843137254903
dado,13.2,0.5490196078431373
daffodil,5.63,0.19607843137254902
daft,12.26,1.3333333333333333
dag,11.43,0.6078431372549019
dagger,8.44,4.921568627450981
daguerreotype,16.7,0.0784313725490196
daily,6,15.627450980392156
daimyo,14,0.29411764705882354
daintiness,10.94,0.058823529411764705
dainty,8.76,1.196078431372549
daiquiri,15.47,0.803921568627451
dairy,6.85,2.784313725490196
dairyman,9.30159,NA
dais,13.14,0.27450980392156865
daisy,5.550326,13.509803921568627
dale,10.335319,9.07843137254902
dalliance,14.5,0.21568627450980393
dalmatian,6.06,0.7254901960784313
dam,6.58,5.745098039215686
damage,7.2,33.05882352941177
damask,14,0.11764705882352941
dame,11.79,13.764705882352942
damn,8.3,283.52941176470586
damnable,12.24,0.29411764705882354
damnation,8.94,1.3137254901960784
damp,7.67,2.9215686274509802
dampen,10.21,0.3137254901960784
damper,9.5,0.8431372549019608
damping,12.53,0.1568627450980392
dampness,8.47,0.13725490196078433
damsel,7.83,0.8823529411764706
damson,16.43,0.0196078431372549
dance,4.63,148.0392156862745
danceable,10,0.0784313725490196
dancer,6,16.294117647058822
dancing,4.090317000000001,54.3921568627451
dandelion,5.11,0.29411764705882354
dander,11.5,0.29411764705882354
dandler,13.91,0.0784313725490196
dandruff,10.74,0.803921568627451
dandy,7.94,4.392156862745098
dandyish,14.93,0.0196078431372549
danger,4.61,43.666666666666664
dangerous,5.6,74.84313725490196
dangerousness,9.05,0.0196078431372549
dangle,6.89,1.3333333333333333
dangler,9.38,0.27450980392156865
dank,12.37,0.5490196078431373
danseur,15.5,0.0196078431372549
danseuse,18.25,0.0392156862745098
dapper,12.08,0.5490196078431373
dappled,10.84,0.0392156862745098
dare,6.63,55.411764705882355
daredevil,8.16,0.6470588235294118
darer,9.14,0.0196078431372549
daresay,12.33,0.49019607843137253
daring,9.11,4.196078431372549
dark,3.74,88.6078431372549
darken,6.85,0.39215686274509803
darkened,6.74,0.7843137254901961
darkie,11.06,0.13725490196078433
darkling,10.82,0.09803921568627451
darkness,4.83,17.49019607843137
darkroom,11.67,0.8627450980392157
darksome,12.7,NA
darling,5.79,129.66666666666666
darn,8,13.901960784313726
darnedest,10.5,0.3137254901960784
darnel,18,0.09803921568627451
dart,7.38,1.9215686274509804
dartboard,8.44,0.11764705882352941
darter,11.6,0.09803921568627451
darts,7.031649000000002,1.9607843137254901
dash,7.74,6.03921568627451
dashboard,9.21,0.9803921568627451
dashiki,12.3,0.09803921568627451
dashing,9.26,2.2549019607843137
dastardly,12.53,0.35294117647058826
data,10.420575,25.607843137254903
databank,15.5,0.21568627450980393
database,14.2,5.686274509803922
datable,12.47,0.0392156862745098
date,5.84,141.52941176470588
datebook,11.78,0.09803921568627451
dateless,13,0.37254901960784315
dater,11.35,0.17647058823529413
dative,14.8,NA
daub,10.17,0.0784313725490196
daughter,4.95,171.35294117647058
daughterly,8.62,0.0196078431372549
daunt,12.13,0.0392156862745098
daunting,11.56,0.3137254901960784
dauntless,13.8,0.13725490196078433
dauphin,14.86,0.47058823529411764
dawdle,10.31,0.5882352941176471
dawdler,11.58,NA
dawn,7,25.50980392156863
day,3.5,801.8235294117648
daybed,9.67,0.0196078431372549
daybook,12.43,0.058823529411764705
daybreak,8.1,1.3725490196078431
daycare,6.74,1.5098039215686274
daydream,7.74,0.9607843137254902
daydreamer,7.21,0.0784313725490196
daylight,4.94,9.568627450980392
daylong,9.94,0.0392156862745098
daystar,10.8,0.0392156862745098
daytime,5.1,3.784313725490196
daze,10,0.5490196078431373
dazzle,7.79,1
dazzler,10.24,0.0196078431372549
dazzling,9.19,1.2941176470588236
deacon,11.28,2.8627450980392157
deaconess,12.08,0.0196078431372549
deaconship,11.93,0.0196078431372549
deactivate,11.83,1.1372549019607843
deactivation,11.56,0.21568627450980393
deactivator,12.45,0.0196078431372549
dead,5.17,448.98039215686276
deadbeat,10.4,1.7254901960784315
deadbolt,10.25,0.09803921568627451
deaden,10.69,0.1568627450980392
deadfall,12.82,0.0196078431372549
deadhead,12.87,0.19607843137254902
deadline,9.56,5.862745098039215
deadliness,10.8,0.0196078431372549
deadlock,11.89,0.0784313725490196
deadly,6.11,9.882352941176471
deadpan,15.36,0.09803921568627451
deadweight,11.1,0.09803921568627451
deaf,6.83,14.529411764705882
deafen,8.55,0.0392156862745098
deafening,10.95,0.43137254901960786
deafness,7.47,0.27450980392156865
deal,6,261.37254901960785
dealer,9.39,16.294117647058822
dealership,11.21,1.2941176470588236
dean,13.77753,38.705882352941174
dear,5.550326,223.4313725490196
dearly,8.406402,4.882352941176471
dearth,14.27,0.09803921568627451
death,5.37,216.68627450980392
deathbed,9.47,1.3333333333333333
deathly,9.62,0.5490196078431373
deathtrap,10.94,0.19607843137254902
debacle,12.42,0.6666666666666666
debark,12.24,0.058823529411764705
debarkation,14.36,0.058823529411764705
debase,14,0.11764705882352941
debasement,13.93,0.1568627450980392
debatable,11.11,0.45098039215686275
debate,9.56,9.294117647058824
debater,10.95,0.0392156862745098
debauch,15.15,0.058823529411764705
debauched,16.31,0.11764705882352941
debaucher,15.46,0.0196078431372549
debauchery,13.68,0.45098039215686275
debenture,17.33,0.0196078431372549
debilitating,14.17,0.5686274509803921
debit,14.26,0.1568627450980392
debonair,12.25,0.3333333333333333
debone,10.74,0.058823529411764705
debridement,18,0.058823529411764705
debrief,13.11,1.1372549019607843
debriefing,14.6,1.0588235294117647
debris,11.22,3.1176470588235294
debt,10.44,14.215686274509803
debtor,12.29,0.3137254901960784
debug,13.17,0.19607843137254902
debugger,14.4,0.058823529411764705
debunk,13.78,0.11764705882352941
debut,10.58,2.588235294117647
debutante,14.26,1.3333333333333333
decade,10.16,4.8431372549019605
decadence,12.17,0.5686274509803921
decadent,12,1.1764705882352942
decaf,10.16,2.392156862745098
decaffeinated,11.67,0.1568627450980392
decal,9.35,0.11764705882352941
decamp,13.64,0.0196078431372549
decanter,14.53,0.21568627450980393
decapitate,10.33,0.37254901960784315
decapitation,10.68,0.35294117647058826
decathlete,13.09,0.0196078431372549
decathlon,12.87,0.39215686274509803
decay,8.79,2.0588235294117645
decaying,9.44,0.7058823529411765
decease,10,0.0392156862745098
deceased,10.83,6.294117647058823
decedent,9.93,0.45098039215686275
deceit,10.95,1.8627450980392157
deceitful,12.94,1.1372549019607843
deceitfulness,10.5,0.0392156862745098
deceive,8.68,3.411764705882353
deceiver,11.06,0.17647058823529413
decelerate,13.19,0.0784313725490196
deceleration,11.47,0.11764705882352941
december,5.006819000000001,7.588235294117647
decency,9,4.627450980392157
decent,7.47,28.098039215686274
decentralization,14.26,0.0196078431372549
deception,10,3.1372549019607843
deceptive,10.83,0.5098039215686274
decibel,12.3,0.19607843137254902
decide,7.2,50.411764705882355
decider,8.79,0.11764705882352941
deciduous,14,0.0784313725490196
decigram,17,0.0196078431372549
deciliter,12.6,0.0392156862745098
decimal,9.21,0.8235294117647058
decimate,12.67,0.17647058823529413
decimation,13.41,0.0784313725490196
decimator,12.46,0.058823529411764705
decipher,10.84,1.7058823529411764
decision,7.57,55.05882352941177
decisive,11.44,1.2941176470588236
decisiveness,13.06,0.0196078431372549
deck,6.45,23.764705882352942
declaim,12.2,0.0196078431372549
declaration,11.4,3.5294117647058822
declaratory,14,0.0784313725490196
declare,10.74,7.568627450980392
declension,12.5,0.0392156862745098
declination,15.08,0.09803921568627451
decline,9.74,2.980392156862745
deco,13.93,0.43137254901960786
decodable,13.53,0.0196078431372549
decode,10.68,1.0784313725490196
decoder,11.11,0.43137254901960786
decommission,12.78,0.09803921568627451
decommissioning,15.56,0.09803921568627451
decompensate,13.53,0.0196078431372549
decompose,10.48,0.47058823529411764
decomposition,13.75,0.5098039215686274
decompress,12.8,0.5294117647058824
decompression,14.24,0.5490196078431373
decongestant,12.29,0.0196078431372549
deconsecrate,12.91,0.0196078431372549
deconstruct,11.33,0.0392156862745098
deconstruction,13.16,0.19607843137254902
deconstructionist,15.31,0.0196078431372549
decontaminate,11.37,0.0196078431372549
decontamination,13.05,0.47058823529411764
decontrol,12.53,0.0392156862745098
decor,10.89,1.0196078431372548
decorate,7,2.3137254901960786
decorated,5.912664,2.823529411764706
decoration,5.94,1.8431372549019607
decorative,10.1,0.8627450980392157
decorator,10.25,2.0980392156862746
decorous,13.17,0.0392156862745098
decorticate,13.9,0.0392156862745098
decorum,15.12,0.8235294117647058
decoupage,13.27,0.21568627450980393
decoy,9.44,3.5686274509803924
decrease,8.56,1.1764705882352942
decree,11.32,1.9215686274509804
decrepit,11.4,0.49019607843137253
decrepitude,15.18,0.0392156862745098
decrypt,12.06,0.3333333333333333
decryption,14.5,0.5686274509803921
decuple,16,0.0196078431372549
dedicate,9.21,2.4313725490196076
dedication,9.56,3.392156862745098
deduce,13,0.5686274509803921
deduct,10.84,1.0784313725490196
deductible,13.79,0.9019607843137255
deduction,10.89,1.7058823529411764
deductive,12.47,0.35294117647058826
deed,9.72,9.313725490196079
deejay,9.21,0.6078431372549019
deem,10.28,0.5882352941176471
deep,5.47,76.3921568627451
deepen,9.21,0.2549019607843137
deepness,8,0.0196078431372549
deepwater,10,0.058823529411764705
deer,5.17,8.705882352941176
deerstalker,12.15,0.0392156862745098
deescalate,14.85,0.0196078431372549
deface,12.32,0.09803921568627451
defacement,12.56,0.0196078431372549
defalcation,16.33,NA
defamation,13.73,0.5686274509803921
defamatory,15.94,0.058823529411764705
defame,12.05,0.0196078431372549
default,10.85,1
defeat,8.74,11.372549019607844
defeatism,14.06,0.058823529411764705
defeatist,14.36,0.4117647058823529
defecate,13.2,0.29411764705882354
defecation,12.72,0.058823529411764705
defect,10.26,2.4705882352941178
defection,13,0.37254901960784315
defective,10.11,2.156862745098039
defector,13.17,0.47058823529411764
defence,7.841581000000001,8.019607843137255
defend,8.16,18.80392156862745
defendant,11.42,17.725490196078432
defender,9.05,2.980392156862745
defenestration,13.2,0.0196078431372549
defense,8.8,32.64705882352941
defenseless,9.45,1.3333333333333333
defenseman,12.47,0.0196078431372549
defensible,10.8,0.23529411764705882
defensive,9.89,5.450980392156863
defensiveness,9.78,0.0196078431372549
defer,11.88,0.5882352941176471
deference,12.88,0.37254901960784315
deferens,16.29,0.0392156862745098
deferential,14.4,0.09803921568627451
deferment,13.88,0.13725490196078433
defiance,12.35,1.1176470588235294
defiant,10.45,0.9215686274509803
defibrillate,14.65,0.1568627450980392
defibrillation,14.32,0.0392156862745098
defibrillator,15.1,0.47058823529411764
deficiency,12.33,1.0392156862745099
deficient,11.61,0.5490196078431373
deficit,12.89,1.0784313725490196
defilade,14,0.09803921568627451
defile,12.5,0.3333333333333333
defilement,14.4,0.0196078431372549
defiler,14.44,0.0784313725490196
define,8.53,6.235294117647059
definite,8.44,6.1568627450980395
definitely,7.294167999999999,75.45098039215686
definition,8.39,5.803921568627451
definitive,12.611781999999998,1.9411764705882353
deflate,8.78,0.2549019607843137
deflation,11.26,0.058823529411764705
deflect,10.06,0.5294117647058824
deflection,11.56,0.29411764705882354
deflector,11.58,0.3333333333333333
deflower,13.7,0.11764705882352941
defoliant,16.45,0.0196078431372549
defoliate,14.13,0.0196078431372549
deforestation,15.06,0.09803921568627451
deform,11.26,0.11764705882352941
deformation,13.5,0.058823529411764705
deformed,7.65,1.2941176470588236
deformity,10.26,0.4117647058823529
defraud,12.39,0.37254901960784315
defrauder,15.29,0.0392156862745098
defray,14.36,0.0784313725490196
defrock,14.86,0.0196078431372549
defrost,7.8,0.4117647058823529
defroster,10.57,0.0784313725490196
deft,11.13,0.39215686274509803
deftness,11.65,0.0196078431372549
defunct,11.67,0.3333333333333333
defuse,12.1,0.7450980392156863
defy,9.78,3.0980392156862746
degeneracy,13.81,0.058823529411764705
degenerate,13.45,1.8235294117647058
degeneration,14.56,0.39215686274509803
degenerative,13.35,0.23529411764705882
degradable,11.84,0.0196078431372549
degradation,13,0.7647058823529411
degrade,11.5,0.6666666666666666
degree,10.35,14.882352941176471
dehiscence,18,0.0196078431372549
dehumanization,13.8,0.09803921568627451
dehumidify,13,NA
dehydrate,10.53,0.11764705882352941
dehydration,9.37,0.7843137254901961
deify,13,0.0196078431372549
deign,11.58,0.3137254901960784
deinstitutionalization,16.05,0.0196078431372549
deity,13,0.5490196078431373
deject,12.33,0.0196078431372549
dejected,11.5,0.21568627450980393
dejeuner,13.2,0.0196078431372549
delay,8.78,11.019607843137255
dele,15.5,0.0392156862745098
delectable,13,0.37254901960784315
delectation,12.71,0.058823529411764705
delegate,12.61,1.4313725490196079
delegation,13.32,1.3725490196078431
delete,7.78,1.7647058823529411
deleterious,17,0.17647058823529413
deletion,11.32,0.11764705882352941
delft,14,0.19607843137254902
delftware,13.67,0.058823529411764705
deli,8.84,2.1176470588235294
deliberate,11.4,2.843137254901961
deliberation,13.79,0.39215686274509803
delicacy,10.47,1.392156862745098
delicate,8.2,9.509803921568627
delicatessen,12.06,0.803921568627451
delicious,6.5,21.529411764705884
deliciousness,8.94,0.17647058823529413
delight,8.68,5.647058823529412
delighted,8.11,12.941176470588236
delightful,9.72,9.196078431372548
delineate,12.73,0.0196078431372549
delineation,16,0.0196078431372549
delinquency,13.26,0.45098039215686275
delinquent,11,1.392156862745098
delirious,10.79,2.6470588235294117
delirium,12.61,0.7058823529411765
deliver,6.63,28.352941176470587
deliverable,10,0.0196078431372549
deliverance,11.88,0.5882352941176471
deliverer,8.11,0.0784313725490196
delivery,7.68,19.941176470588236
deliveryman,7.76,0.13725490196078433
dell,8.502315,2.4313725490196076
delouse,12.79,0.0784313725490196
delphinium,14.22,0.0392156862745098
delta,11.11,8.333333333333334
delude,13.28,0.43137254901960786
deluge,13.68,0.39215686274509803
delusion,9.95,2.7058823529411766
delusional,12.41,2.784313725490196
delusionary,12.94,0.0196078431372549
deluxe,9.79,1.9215686274509804
delve,11.5,0.27450980392156865
demagnetize,12.56,0.0784313725490196
demagogue,16.38,0.058823529411764705
demagoguery,14.18,0.0392156862745098
demand,7.83,17.11764705882353
demander,10.78,0.0196078431372549
demarcation,13.92,0.09803921568627451
dematerialize,12.05,0.058823529411764705
demean,13.11,0.35294117647058826
demeaning,11.61,0.8627450980392157
demeanor,12.56,1.0588235294117647
dement,15.25,0.0196078431372549
demented,11.61,1.7843137254901962
dementia,12.32,1.2941176470588236
demerit,11.71,0.19607843137254902
demigod,13.29,0.09803921568627451
demilitarized,15.42,0.11764705882352941
demimonde,16.57,0.0196078431372549
demineralization,12.11,0.0196078431372549
demise,10.67,1.7058823529411764
demitasse,15.09,0.0784313725490196
demiurge,15.62,0.0196078431372549
demo,11.21,3.2941176470588234
demobilization,13.22,0.0196078431372549
democracy,10.17,6.607843137254902
democrat,11.21,1.6862745098039216
democratic,10.22,3.549019607843137
democratize,12.64,0.0196078431372549
demographic,12.65,0.8627450980392157
demolish,9.11,0.5294117647058824
demolition,9.05,2.823529411764706
demon,7.16,31.235294117647058
demoniac,13.27,0.0196078431372549
demoniacal,13.46,0.0196078431372549
demonic,10.32,3.019607843137255
demonism,13.62,0.0196078431372549
demonize,13,0.11764705882352941
demonologist,14,0.0392156862745098
demonology,14.33,0.09803921568627451
demonstrable,13.75,0.09803921568627451
demonstrandum,13.57,0.0196078431372549
demonstrate,9.05,4.666666666666667
demonstration,10.11,7.176470588235294
demonstrative,11.63,0.35294117647058826
demonstrator,9.3,0.1568627450980392
demoralization,15,0.0196078431372549
demoralize,13.88,0.058823529411764705
demoralizer,13.83,0.0196078431372549
demote,12.89,0.0392156862745098
demotic,15.5,0.058823529411764705
demotion,12.56,0.3137254901960784
demount,10.8,0.0196078431372549
demur,14.33,0.0196078431372549
demure,12.78,0.39215686274509803
demurrer,14.92,0.0784313725490196
demystify,13.41,0.058823529411764705
den,5.7,6.117647058823529
denaturalization,15.31,0.0196078431372549
denatured,13.88,0.0784313725490196
dengue,12.33,0.0784313725490196
deniability,12.55,0.5686274509803921
deniable,10.05,0.1568627450980392
denial,9.45,5.254901960784314
denigrate,14.17,0.2549019607843137
denigration,13.4,0.0196078431372549
denim,8.22,0.6470588235294118
denims,8,0.09803921568627451
denizen,14.36,0.0392156862745098
denomination,10.56,0.35294117647058826
denominational,10.95,0.0196078431372549
denominator,11.17,0.5490196078431373
denote,11.241164,0.0784313725490196
denouement,15,0.17647058823529413
denounce,12.16,0.8627450980392157
dense,10.2,2.1176470588235294
denseness,11.78,0.0196078431372549
densitometer,16,0.058823529411764705
density,10.79,1.4313725490196079
dent,7.33,3.5294117647058822
dental,7.21,6.176470588235294
dentate,15.14,NA
dentifrice,15.43,0.0392156862745098
dentin,11.33,0.0196078431372549
dentist,5.22,11.196078431372548
dentistry,8.81,0.37254901960784315
dentition,15.36,0.0392156862745098
denture,10.16,0.19607843137254902
denudation,15,NA
deny,7.8,21.392156862745097
deodorant,8.83,1.607843137254902
deodorize,11.48,0.0392156862745098
deodorizer,12.11,0.0392156862745098
deoxyribonucleic,15.47,0.0392156862745098
depart,9.89,2.1372549019607843
department,9.84,63.84313725490196
departmental,12.61,0.8235294117647058
departure,9.78,5.392156862745098
depend,8.5,9.882352941176471
dependability,10.05,0.0784313725490196
dependable,8.78,1.6666666666666667
dependant,10.67,0.13725490196078433
dependence,10.68,0.4117647058823529
dependency,11,0.5098039215686274
dependent,9.32,2.235294117647059
depict,11.5,0.5294117647058824
depiction,11.44,0.3137254901960784
depilatory,14.45,0.1568627450980392
deplane,10.92,0.0392156862745098
deplete,12.53,0.13725490196078433
depletion,14.22,0.2549019607843137
deplorable,14.24,0.9215686274509803
deplore,12.4,0.23529411764705882
deploy,12.44,2.6470588235294117
deployable,13.5,0.0196078431372549
deployment,12.29,1.2549019607843137
depolarization,14.54,0.0196078431372549
depopulate,13.27,0.058823529411764705
depopulation,12.33,0.0196078431372549
deport,12.65,0.7843137254901961
deportation,13.95,0.7843137254901961
deportment,14.33,0.23529411764705882
depose,13.56,0.4117647058823529
deposer,15.28,0.0196078431372549
deposit,8.65,10.803921568627452
deposition,13.59,3
depositor,13.65,0.09803921568627451
depository,13.18,0.9803921568627451
depot,9.11,2.9411764705882355
depravation,13.62,0.058823529411764705
deprave,10.88,0.058823529411764705
depravity,13.37,0.6666666666666666
deprecate,13.79,0.0392156862745098
deprecatory,15,NA
depreciate,13.37,0.1568627450980392
depreciation,15.19,0.35294117647058826
depredation,15.2,0.0392156862745098
depress,9.75,0.7058823529411765
