"","answers.0.subid","answers.0.itemid","answers.0.audioid","answers.0.trialnum","answers.0.age","answers.0.target","answers.0.leftpic","answers.0.rightpic","answers.0.person","answers.0.side","answers.0.chosenpic","answers.0.correct","answers.0.date","answers.0.timestamp","answers.0.reactiontime","answers.0.occurrence","answers.1.subid","answers.1.itemid","answers.1.audioid","answers.1.trialnum","answers.1.age","answers.1.target","answers.1.leftpic","answers.1.rightpic","answers.1.person","answers.1.side","answers.1.chosenpic","answers.1.correct","answers.1.date","answers.1.timestamp","answers.1.reactiontime","answers.1.occurrence","answers.2.subid","answers.2.itemid","answers.2.audioid","answers.2.trialnum","answers.2.age","answers.2.target","answers.2.leftpic","answers.2.rightpic","answers.2.person","answers.2.side","answers.2.chosenpic","answers.2.correct","answers.2.date","answers.2.timestamp","answers.2.reactiontime","answers.2.occurrence","answers.3.subid","answers.3.itemid","answers.3.audioid","answers.3.trialnum","answers.3.age","answers.3.target","answers.3.leftpic","answers.3.rightpic","answers.3.person","answers.3.side","answers.3.chosenpic","answers.3.correct","answers.3.date","answers.3.timestamp","answers.3.reactiontime","answers.3.occurrence","answers.4.subid","answers.4.itemid","answers.4.audioid","answers.4.trialnum","answers.4.age","answers.4.target","answers.4.leftpic","answers.4.rightpic","answers.4.person","answers.4.side","answers.4.chosenpic","answers.4.correct","answers.4.date","answers.4.timestamp","answers.4.reactiontime","answers.4.occurrence","answers.5.subid","answers.5.itemid","answers.5.audioid","answers.5.trialnum","answers.5.age","answers.5.target","answers.5.leftpic","answers.5.rightpic","answers.5.person","answers.5.side","answers.5.chosenpic","answers.5.correct","answers.5.date","answers.5.timestamp","answers.5.reactiontime","answers.5.occurrence","answers.6.subid","answers.6.itemid","answers.6.audioid","answers.6.trialnum","answers.6.age","answers.6.target","answers.6.leftpic","answers.6.rightpic","answers.6.person","answers.6.side","answers.6.chosenpic","answers.6.correct","answers.6.date","answers.6.timestamp","answers.6.reactiontime","answers.6.occurrence","answers.7.subid","answers.7.itemid","answers.7.audioid","answers.7.trialnum","answers.7.age","answers.7.target","answers.7.leftpic","answers.7.rightpic","answers.7.person","answers.7.side","answers.7.chosenpic","answers.7.correct","answers.7.date","answers.7.timestamp","answers.7.reactiontime","answers.7.occurrence","answers.8.subid","answers.8.itemid","answers.8.audioid","answers.8.trialnum","answers.8.age","answers.8.target","answers.8.leftpic","answers.8.rightpic","answers.8.person","answers.8.side","answers.8.chosenpic","answers.8.correct","answers.8.date","answers.8.timestamp","answers.8.reactiontime","answers.8.occurrence","answers.9.subid","answers.9.itemid","answers.9.audioid","answers.9.trialnum","answers.9.age","answers.9.target","answers.9.leftpic","answers.9.rightpic","answers.9.person","answers.9.side","answers.9.chosenpic","answers.9.correct","answers.9.date","answers.9.timestamp","answers.9.reactiontime","answers.9.occurrence","answers.10.subid","answers.10.itemid","answers.10.audioid","answers.10.trialnum","answers.10.age","answers.10.target","answers.10.leftpic","answers.10.rightpic","answers.10.person","answers.10.side","answers.10.chosenpic","answers.10.correct","answers.10.date","answers.10.timestamp","answers.10.reactiontime","answers.10.occurrence"
"200","8924-84205b64-1dc7-42d0-ad62-0035abf5bf20",15,"07_38",0,"mturk","A1","K1","A1","parent","R","A1",TRUE,"7/8/2020","10:37:19",1133,2,"8924-84205b64-1dc7-42d0-ad62-0035abf5bf20",15,"36_32",1,"mturk","B1","B1","C1","parent","L","B1",TRUE,"7/8/2020","10:37:19",26,2,"8924-84205b64-1dc7-42d0-ad62-0035abf5bf20",15,"43_07",2,"mturk","C1","C1","H1","parent","L","C1",TRUE,"7/8/2020","10:37:19",1114,1,"8924-84205b64-1dc7-42d0-ad62-0035abf5bf20",15,"43_39",3,"mturk","D1","D1","E1","child","L","D1",TRUE,"7/8/2020","10:37:19",1646,2,"8924-84205b64-1dc7-42d0-ad62-0035abf5bf20",15,"68_37",4,"mturk","E1","A1","E1","child","L","A1",FALSE,"7/8/2020","10:37:19",2301,2,"8924-84205b64-1dc7-42d0-ad62-0035abf5bf20",15,"17_01",5,"mturk","F1","C1","F1","parent","R","F1",TRUE,"7/8/2020","10:37:19",961,1,"8924-84205b64-1dc7-42d0-ad62-0035abf5bf20",15,"75_05",6,"mturk","G1","D1","G1","parent","R","G1",TRUE,"7/8/2020","10:37:19",589,1,"8924-84205b64-1dc7-42d0-ad62-0035abf5bf20",15,"14_31",7,"mturk","H1","H1","A1","child","L","H1",TRUE,"7/8/2020","10:37:19",675,2,"8924-84205b64-1dc7-42d0-ad62-0035abf5bf20",15,"43_10",8,"mturk","I1","I1","C1","child","L","I1",TRUE,"7/8/2020","10:37:19",703,1,"8924-84205b64-1dc7-42d0-ad62-0035abf5bf20",15,"18_04",9,"mturk","K1","K1","A1","child","L","K1",TRUE,"7/8/2020","10:37:19",877,1,"8924-84205b64-1dc7-42d0-ad62-0035abf5bf20",15,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","10:37:19",272,"check"
"201","5154-a04ecb46-0d29-4584-a996-dcd393943b47",46,"16_34",0,"mturk","A1","H1","A1","parent","R","A1",TRUE,"7/8/2020","16:25:05",6299,2,"5154-a04ecb46-0d29-4584-a996-dcd393943b47",46,"30_38",1,"mturk","B1","B1","K1","parent","L","B1",TRUE,"7/8/2020","16:25:05",249,2,"5154-a04ecb46-0d29-4584-a996-dcd393943b47",46,"27_36",2,"mturk","C1","C1","A1","parent","L","C1",TRUE,"7/8/2020","16:25:05",657,2,"5154-a04ecb46-0d29-4584-a996-dcd393943b47",46,"10_03",3,"mturk","D1","D1","F1","parent","L","D1",TRUE,"7/8/2020","16:25:05",575,1,"5154-a04ecb46-0d29-4584-a996-dcd393943b47",46,"56_01",4,"mturk","E1","E1","B1","parent","L","E1",TRUE,"7/8/2020","16:25:05",944,1,"5154-a04ecb46-0d29-4584-a996-dcd393943b47",46,"10_08",5,"mturk","F1","K1","F1","child","R","F1",TRUE,"7/8/2020","16:25:05",661,1,"5154-a04ecb46-0d29-4584-a996-dcd393943b47",46,"35_04",6,"mturk","G1","D1","G1","child","R","G1",TRUE,"7/8/2020","16:25:05",910,1,"5154-a04ecb46-0d29-4584-a996-dcd393943b47",46,"45_08",7,"mturk","H1","H1","E1","child","L","H1",TRUE,"7/8/2020","16:25:05",516,1,"5154-a04ecb46-0d29-4584-a996-dcd393943b47",46,"32_39",8,"mturk","I1","A1","I1","child","R","I1",TRUE,"7/8/2020","16:25:05",883,2,"5154-a04ecb46-0d29-4584-a996-dcd393943b47",46,"37_34",9,"mturk","K1","K1","D1","parent","L","K1",TRUE,"7/8/2020","16:25:05",1339,2,"5154-a04ecb46-0d29-4584-a996-dcd393943b47",46,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","16:25:05",571,"check"
"202","2367-f12a652b-ef06-49d5-8c71-a9fd422cbe71",57,"55_39",0,"mturk","A1","A1","I1","child","L","A1",TRUE,"7/8/2020","12:36:27",3202,2,"2367-f12a652b-ef06-49d5-8c71-a9fd422cbe71",57,"15_35",1,"mturk","B1","K1","B1","child","L","K1",FALSE,"7/8/2020","12:36:27",2734,2,"2367-f12a652b-ef06-49d5-8c71-a9fd422cbe71",57,"48_39",2,"mturk","C1","I1","C1","child","R","C1",TRUE,"7/8/2020","12:36:27",1228,2,"2367-f12a652b-ef06-49d5-8c71-a9fd422cbe71",57,"32_38",3,"mturk","D1","D1","E1","parent","L","D1",TRUE,"7/8/2020","12:36:27",1559,2,"2367-f12a652b-ef06-49d5-8c71-a9fd422cbe71",57,"45_32",4,"mturk","E1","H1","E1","parent","R","E1",TRUE,"7/8/2020","12:36:27",1647,2,"2367-f12a652b-ef06-49d5-8c71-a9fd422cbe71",57,"54_05",5,"mturk","F1","F1","C1","parent","L","F1",TRUE,"7/8/2020","12:36:27",1604,1,"2367-f12a652b-ef06-49d5-8c71-a9fd422cbe71",57,"72_01",6,"mturk","G1","K1","G1","parent","R","G1",TRUE,"7/8/2020","12:36:27",1790,1,"2367-f12a652b-ef06-49d5-8c71-a9fd422cbe71",57,"13_07",7,"mturk","H1","H1","A1","parent","L","H1",TRUE,"7/8/2020","12:36:27",5968,1,"2367-f12a652b-ef06-49d5-8c71-a9fd422cbe71",57,"36_04",8,"mturk","I1","B1","I1","child","R","I1",TRUE,"7/8/2020","12:36:27",814,1,"2367-f12a652b-ef06-49d5-8c71-a9fd422cbe71",57,"31_08",9,"mturk","K1","K1","B1","child","L","K1",TRUE,"7/8/2020","12:36:27",573,1,"2367-f12a652b-ef06-49d5-8c71-a9fd422cbe71",57,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","12:36:27",1082,"check"
"203","6202-1de2f0bc-2a6c-46a3-8dfd-fd4088f6d730",90,"04_34",0,"mturk","A1","D1","A1","parent","R","A1",TRUE,"7/8/2020","14:05:15",1599,2,"6202-1de2f0bc-2a6c-46a3-8dfd-fd4088f6d730",90,"74_36",1,"mturk","B1","B1","D1","parent","L","B1",TRUE,"7/8/2020","14:05:15",1033,2,"6202-1de2f0bc-2a6c-46a3-8dfd-fd4088f6d730",90,"75_32",2,"mturk","C1","C1","A1","parent","L","C1",TRUE,"7/8/2020","14:05:15",1019,2,"6202-1de2f0bc-2a6c-46a3-8dfd-fd4088f6d730",90,"53_03",3,"mturk","D1","H1","D1","parent","R","D1",TRUE,"7/8/2020","14:05:15",1320,1,"6202-1de2f0bc-2a6c-46a3-8dfd-fd4088f6d730",90,"17_03",4,"mturk","E1","E1","I1","parent","L","E1",TRUE,"7/8/2020","14:05:15",10356,1,"6202-1de2f0bc-2a6c-46a3-8dfd-fd4088f6d730",90,"20_10",5,"mturk","F1","F1","C1","child","L","F1",TRUE,"7/8/2020","14:05:15",3273,1,"6202-1de2f0bc-2a6c-46a3-8dfd-fd4088f6d730",90,"17_08",6,"mturk","G1","G1","D1","child","L","G1",TRUE,"7/8/2020","14:05:15",3317,1,"6202-1de2f0bc-2a6c-46a3-8dfd-fd4088f6d730",90,"49_33",7,"mturk","H1","H1","E1","child","L","H1",TRUE,"7/8/2020","14:05:15",2919,1,"6202-1de2f0bc-2a6c-46a3-8dfd-fd4088f6d730",90,"35_33",8,"mturk","I1","I1","B1","child","L","I1",TRUE,"7/8/2020","14:05:15",1911,2,"6202-1de2f0bc-2a6c-46a3-8dfd-fd4088f6d730",90,"70_35",9,"mturk","K1","F1","K1","child","R","K1",TRUE,"7/8/2020","14:05:15",2765,2,"6202-1de2f0bc-2a6c-46a3-8dfd-fd4088f6d730",90,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","14:05:15",1343,"check"
"204","9637-6684a6c8-386c-4702-8295-b4e4f1d3c01d",94,"66_36",0,"mturk","A1","A1","K1","parent","L","A1",TRUE,"7/8/2020","14:43:21",1828,2,"9637-6684a6c8-386c-4702-8295-b4e4f1d3c01d",94,"45_37",1,"mturk","B1","B1","I1","child","L","B1",TRUE,"7/8/2020","14:43:21",1594,2,"9637-6684a6c8-386c-4702-8295-b4e4f1d3c01d",94,"12_31",2,"mturk","C1","H1","C1","child","R","C1",TRUE,"7/8/2020","14:43:21",1598,2,"9637-6684a6c8-386c-4702-8295-b4e4f1d3c01d",94,"47_05",3,"mturk","D1","H1","D1","parent","R","D1",TRUE,"7/8/2020","14:43:21",1199,1,"9637-6684a6c8-386c-4702-8295-b4e4f1d3c01d",94,"66_05",4,"mturk","E1","E1","A1","parent","L","E1",TRUE,"7/8/2020","14:43:21",61,1,"9637-6684a6c8-386c-4702-8295-b4e4f1d3c01d",94,"49_06",5,"mturk","F1","F1","C1","child","L","F1",TRUE,"7/8/2020","14:43:21",708,1,"9637-6684a6c8-386c-4702-8295-b4e4f1d3c01d",94,"71_04",6,"mturk","G1","G1","E1","child","L","G1",TRUE,"7/8/2020","14:43:21",1802,1,"9637-6684a6c8-386c-4702-8295-b4e4f1d3c01d",94,"17_04",7,"mturk","H1","H1","C1","child","L","H1",TRUE,"7/8/2020","14:43:21",1147,1,"9637-6684a6c8-386c-4702-8295-b4e4f1d3c01d",94,"37_39",8,"mturk","I1","I1","A1","child","L","I1",TRUE,"7/8/2020","14:43:21",2318,2,"9637-6684a6c8-386c-4702-8295-b4e4f1d3c01d",94,"10_39",9,"mturk","K1","B1","K1","child","R","K1",TRUE,"7/8/2020","14:43:21",1058,2,"9637-6684a6c8-386c-4702-8295-b4e4f1d3c01d",94,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","14:43:21",1140,"check"
"205","8570-5a20db4f-4640-4185-a701-9e11d521550d",83,"05_05",0,"mturk","A1","A1","D1","parent","L","A1",TRUE,"7/8/2020","14:38:56",448,1,"8570-5a20db4f-4640-4185-a701-9e11d521550d",83,"09_01",1,"mturk","B1","K1","B1","parent","R","B1",TRUE,"7/8/2020","14:38:56",280,1,"8570-5a20db4f-4640-4185-a701-9e11d521550d",83,"60_01",2,"mturk","C1","C1","I1","parent","L","C1",TRUE,"7/8/2020","14:38:56",289,1,"8570-5a20db4f-4640-4185-a701-9e11d521550d",83,"72_04",3,"mturk","D1","D1","K1","child","L","D1",TRUE,"7/8/2020","14:38:56",886,1,"8570-5a20db4f-4640-4185-a701-9e11d521550d",83,"44_02",4,"mturk","E1","E1","A1","child","R","A1",FALSE,"7/8/2020","14:38:56",2075,1,"8570-5a20db4f-4640-4185-a701-9e11d521550d",83,"74_33",5,"mturk","F1","G1","F1","child","R","F1",TRUE,"7/8/2020","14:38:56",331,2,"8570-5a20db4f-4640-4185-a701-9e11d521550d",83,"34_33",6,"mturk","G1","G1","C1","child","L","G1",TRUE,"7/8/2020","14:38:56",1357,2,"8570-5a20db4f-4640-4185-a701-9e11d521550d",83,"18_35",7,"mturk","H1","H1","D1","child","L","H1",TRUE,"7/8/2020","14:38:56",565,2,"8570-5a20db4f-4640-4185-a701-9e11d521550d",83,"51_40",8,"mturk","I1","B1","I1","parent","R","I1",TRUE,"7/8/2020","14:38:56",1187,2,"8570-5a20db4f-4640-4185-a701-9e11d521550d",83,"65_36",9,"mturk","K1","K1","D1","parent","L","K1",TRUE,"7/8/2020","14:38:56",626,2,"8570-5a20db4f-4640-4185-a701-9e11d521550d",83,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","14:38:56",257,"check"
"206","8855-c1925e2d-2c55-49dc-8b47-f01dc761b963",28,"15_02",0,"mturk","A1","I1","A1","child","L","I1",FALSE,"7/8/2020","13:06:31",949,1,"8855-c1925e2d-2c55-49dc-8b47-f01dc761b963",28,"57_10",1,"mturk","B1","C1","B1","child","R","B1",TRUE,"7/8/2020","13:06:31",182,1,"8855-c1925e2d-2c55-49dc-8b47-f01dc761b963",28,"46_08",2,"mturk","C1","H1","C1","child","L","H1",FALSE,"7/8/2020","13:06:31",2710,1,"8855-c1925e2d-2c55-49dc-8b47-f01dc761b963",28,"30_35",3,"mturk","D1","K1","D1","child","R","D1",TRUE,"7/8/2020","13:06:31",3411,2,"8855-c1925e2d-2c55-49dc-8b47-f01dc761b963",28,"30_33",4,"mturk","E1","E1","H1","child","L","E1",TRUE,"7/8/2020","13:06:31",489,2,"8855-c1925e2d-2c55-49dc-8b47-f01dc761b963",28,"10_36",5,"mturk","F1","F1","C1","parent","L","F1",TRUE,"7/8/2020","13:06:31",874,2,"8855-c1925e2d-2c55-49dc-8b47-f01dc761b963",28,"17_38",6,"mturk","G1","E1","G1","parent","R","G1",TRUE,"7/8/2020","13:06:31",193,2,"8855-c1925e2d-2c55-49dc-8b47-f01dc761b963",28,"39_32",7,"mturk","H1","D1","H1","parent","R","H1",TRUE,"7/8/2020","13:06:31",394,2,"8855-c1925e2d-2c55-49dc-8b47-f01dc761b963",28,"53_01",8,"mturk","I1","A1","I1","parent","R","I1",TRUE,"7/8/2020","13:06:31",426,1,"8855-c1925e2d-2c55-49dc-8b47-f01dc761b963",28,"17_09",9,"mturk","K1","B1","K1","parent","R","K1",TRUE,"7/8/2020","13:06:31",178,1,"8855-c1925e2d-2c55-49dc-8b47-f01dc761b963",28,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:06:31",1823,"check"
"207","2108-2d30ae1a-9a8f-48fa-8744-4a79c4f4a854",88,"32_08",0,"mturk","A1","A1","D1","child","L","A1",TRUE,"7/8/2020","12:52:50",821,1,"2108-2d30ae1a-9a8f-48fa-8744-4a79c4f4a854",88,"47_04",1,"mturk","B1","I1","B1","child","R","B1",TRUE,"7/8/2020","12:52:50",95,1,"2108-2d30ae1a-9a8f-48fa-8744-4a79c4f4a854",88,"05_33",2,"mturk","C1","C1","A1","child","L","C1",TRUE,"7/8/2020","12:52:50",2810,1,"2108-2d30ae1a-9a8f-48fa-8744-4a79c4f4a854",88,"75_33",3,"mturk","D1","H1","D1","child","R","D1",TRUE,"7/8/2020","12:52:50",1440,2,"2108-2d30ae1a-9a8f-48fa-8744-4a79c4f4a854",88,"53_33",4,"mturk","E1","B1","E1","child","R","E1",TRUE,"7/8/2020","12:52:50",335,2,"2108-2d30ae1a-9a8f-48fa-8744-4a79c4f4a854",88,"52_40",5,"mturk","G1","G1","K1","parent","L","G1",TRUE,"7/8/2020","12:52:50",484,2,"2108-2d30ae1a-9a8f-48fa-8744-4a79c4f4a854",88,"45_36",6,"mturk","H1","H1","C1","parent","L","H1",TRUE,"7/8/2020","12:52:50",716,2,"2108-2d30ae1a-9a8f-48fa-8744-4a79c4f4a854",88,"07_01",7,"mturk","I1","C1","I1","parent","R","I1",TRUE,"7/8/2020","12:52:50",380,1,"2108-2d30ae1a-9a8f-48fa-8744-4a79c4f4a854",88,"73_01",8,"mturk","K1","B1","K1","parent","R","K1",TRUE,"7/8/2020","12:52:50",410,1,"2108-2d30ae1a-9a8f-48fa-8744-4a79c4f4a854",88,"finalcheck",9,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","12:52:50",1529,1,,,,,,,,,,,,,,,,
"208","9426-37cb0fda-be38-4789-b94e-c5a26068f936",21,"66_08",0,"mturk","A1","H1","A1","child","R","A1",TRUE,"7/8/2020","12:54:03",1930,1,"9426-37cb0fda-be38-4789-b94e-c5a26068f936",21,"47_38",1,"mturk","B1","C1","B1","parent","R","B1",TRUE,"7/8/2020","12:54:03",678,2,"9426-37cb0fda-be38-4789-b94e-c5a26068f936",21,"04_36",2,"mturk","C1","C1","E1","parent","L","C1",TRUE,"7/8/2020","12:54:03",2243,2,"9426-37cb0fda-be38-4789-b94e-c5a26068f936",21,"18_36",3,"mturk","D1","D1","E1","parent","L","D1",TRUE,"7/8/2020","12:54:03",938,2,"9426-37cb0fda-be38-4789-b94e-c5a26068f936",21,"49_37",4,"mturk","E1","E1","A1","child","L","E1",TRUE,"7/8/2020","12:54:03",727,2,"9426-37cb0fda-be38-4789-b94e-c5a26068f936",21,"67_36",5,"mturk","F1","F1","C1","parent","L","F1",TRUE,"7/8/2020","12:54:03",729,2,"9426-37cb0fda-be38-4789-b94e-c5a26068f936",21,"04_07",6,"mturk","G1","K1","G1","parent","R","G1",TRUE,"7/8/2020","12:54:03",795,1,"9426-37cb0fda-be38-4789-b94e-c5a26068f936",21,"31_05",7,"mturk","H1","D1","H1","parent","R","H1",TRUE,"7/8/2020","12:54:03",6837,1,"9426-37cb0fda-be38-4789-b94e-c5a26068f936",21,"15_05",8,"mturk","I1","B1","I1","parent","R","I1",TRUE,"7/8/2020","12:54:03",918,1,"9426-37cb0fda-be38-4789-b94e-c5a26068f936",21,"62_10",9,"mturk","K1","K1","D1","child","L","K1",TRUE,"7/8/2020","12:54:03",290,1,"9426-37cb0fda-be38-4789-b94e-c5a26068f936",21,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","12:54:03",1226,"check"
"209","1891-1aecbc3d-9c6e-4291-8f6f-d59e98042398",3,"74_37",0,"mturk","A1","A1","I1","child","L","A1",TRUE,"7/8/2020","12:14:13",1552,2,"1891-1aecbc3d-9c6e-4291-8f6f-d59e98042398",3,"66_31",1,"mturk","B1","D1","B1","child","R","B1",TRUE,"7/8/2020","12:14:13",1790,2,"1891-1aecbc3d-9c6e-4291-8f6f-d59e98042398",3,"74_06",2,"mturk","C1","A1","C1","child","R","C1",TRUE,"7/8/2020","12:14:13",1894,1,"1891-1aecbc3d-9c6e-4291-8f6f-d59e98042398",3,"57_01",3,"mturk","D1","D1","H1","parent","L","D1",TRUE,"7/8/2020","12:14:13",2793,1,"1891-1aecbc3d-9c6e-4291-8f6f-d59e98042398",3,"70_40",4,"mturk","E1","I1","E1","parent","R","E1",TRUE,"7/8/2020","12:14:13",2829,2,"1891-1aecbc3d-9c6e-4291-8f6f-d59e98042398",3,"50_03",5,"mturk","F1","B1","F1","parent","R","F1",TRUE,"7/8/2020","12:14:13",2348,1,"1891-1aecbc3d-9c6e-4291-8f6f-d59e98042398",3,"72_33",6,"mturk","G1","E1","G1","child","R","G1",TRUE,"7/8/2020","12:14:13",3232,2,"1891-1aecbc3d-9c6e-4291-8f6f-d59e98042398",3,"75_09",7,"mturk","H1","H1","E1","parent","L","H1",TRUE,"7/8/2020","12:14:13",2186,1,"1891-1aecbc3d-9c6e-4291-8f6f-d59e98042398",3,"64_08",8,"mturk","I1","E1","I1","child","L","E1",FALSE,"7/8/2020","12:14:13",5145,1,"1891-1aecbc3d-9c6e-4291-8f6f-d59e98042398",3,"11_33",9,"mturk","K1","K1","B1","child","L","K1",TRUE,"7/8/2020","12:14:13",2606,2,"1891-1aecbc3d-9c6e-4291-8f6f-d59e98042398",3,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","12:14:13",1135,"check"
"210","1090-3849fbf4-323e-470b-8c40-0230120ff770",103,"71_05",0,"mturk","A1","K1","A1","parent","R","A1",TRUE,"7/8/2020","13:38:54",11040,1,"1090-3849fbf4-323e-470b-8c40-0230120ff770",103,"71_05",0,"mturk","A1","K1","A1","parent","L","K1",FALSE,"7/8/2020","13:38:54",291,1,"1090-3849fbf4-323e-470b-8c40-0230120ff770",103,"54_09",2,"mturk","C1","E1","C1","parent","R","C1",TRUE,"7/8/2020","13:38:54",487,1,"1090-3849fbf4-323e-470b-8c40-0230120ff770",103,"68_10",3,"mturk","D1","D1","E1","child","L","D1",TRUE,"7/8/2020","13:38:54",1737,1,"1090-3849fbf4-323e-470b-8c40-0230120ff770",103,"11_02",4,"mturk","E1","B1","E1","child","R","E1",TRUE,"7/8/2020","13:38:54",769,1,"1090-3849fbf4-323e-470b-8c40-0230120ff770",103,"18_33",5,"mturk","F1","F1","K1","child","L","F1",TRUE,"7/8/2020","13:38:54",1359,2,"1090-3849fbf4-323e-470b-8c40-0230120ff770",103,"31_33",6,"mturk","G1","E1","G1","child","R","G1",TRUE,"7/8/2020","13:38:54",995,2,"1090-3849fbf4-323e-470b-8c40-0230120ff770",103,"46_37",7,"mturk","H1","H1","D1","child","L","H1",TRUE,"7/8/2020","13:38:54",789,2,"1090-3849fbf4-323e-470b-8c40-0230120ff770",103,"finalcheck",8,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:38:54",345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"211","8024-02172dc8-17f4-42ba-8103-6fbfa6e34107",50,"60_37",0,"mturk","A1","H1","A1","child","R","A1",TRUE,"7/8/2020","13:47:03",7726,2,"8024-02172dc8-17f4-42ba-8103-6fbfa6e34107",50,"11_38",1,"mturk","B1","B1","I1","parent","L","B1",TRUE,"7/8/2020","13:47:03",318,2,"8024-02172dc8-17f4-42ba-8103-6fbfa6e34107",50,"21_40",2,"mturk","C1","C1","I1","parent","L","C1",TRUE,"7/8/2020","13:47:03",74,2,"8024-02172dc8-17f4-42ba-8103-6fbfa6e34107",50,"35_32",3,"mturk","D1","D1","H1","parent","R","H1",FALSE,"7/8/2020","13:47:03",1965,1,"8024-02172dc8-17f4-42ba-8103-6fbfa6e34107",50,"13_09",4,"mturk","E1","H1","E1","parent","R","E1",TRUE,"7/8/2020","13:47:03",638,1,"8024-02172dc8-17f4-42ba-8103-6fbfa6e34107",50,"53_02",5,"mturk","F1","B1","F1","child","R","F1",TRUE,"7/8/2020","13:47:03",654,1,"8024-02172dc8-17f4-42ba-8103-6fbfa6e34107",50,"12_02",6,"mturk","G1","G1","C1","child","R","C1",FALSE,"7/8/2020","13:47:03",134,1,"8024-02172dc8-17f4-42ba-8103-6fbfa6e34107",50,"60_08",7,"mturk","H1","A1","H1","child","L","A1",FALSE,"7/8/2020","13:47:03",75,1,"8024-02172dc8-17f4-42ba-8103-6fbfa6e34107",50,"40_35",8,"mturk","I1","I1","E1","child","L","I1",TRUE,"7/8/2020","13:47:03",314,2,"8024-02172dc8-17f4-42ba-8103-6fbfa6e34107",50,"74_35",9,"mturk","K1","K1","B1","child","L","K1",TRUE,"7/8/2020","13:47:03",80,2,"8024-02172dc8-17f4-42ba-8103-6fbfa6e34107",50,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:47:03",434,"check"
"212","6181-17f3c94a-8787-4628-9bfa-070f8f86a430",24,"64_10",0,"mturk","A1","H1","A1","child","R","A1",TRUE,"7/8/2020","14:14:40",1809,1,"6181-17f3c94a-8787-4628-9bfa-070f8f86a430",24,"12_06",1,"mturk","B1","D1","B1","child","R","B1",TRUE,"7/8/2020","14:14:40",1169,1,"6181-17f3c94a-8787-4628-9bfa-070f8f86a430",24,"62_02",2,"mturk","C1","A1","C1","child","R","C1",TRUE,"7/8/2020","14:14:40",94,1,"6181-17f3c94a-8787-4628-9bfa-070f8f86a430",24,"71_31",3,"mturk","D1","D1","H1","child","R","H1",FALSE,"7/8/2020","14:14:40",99,2,"6181-17f3c94a-8787-4628-9bfa-070f8f86a430",24,"13_31",4,"mturk","E1","I1","E1","child","R","E1",TRUE,"7/8/2020","14:14:40",1909,2,"6181-17f3c94a-8787-4628-9bfa-070f8f86a430",24,"35_40",5,"mturk","F1","C1","F1","parent","R","F1",TRUE,"7/8/2020","14:14:40",1403,2,"6181-17f3c94a-8787-4628-9bfa-070f8f86a430",24,"35_34",6,"mturk","G1","E1","G1","parent","R","G1",TRUE,"7/8/2020","14:14:40",818,2,"6181-17f3c94a-8787-4628-9bfa-070f8f86a430",24,"17_32",7,"mturk","H1","H1","A1","parent","R","A1",FALSE,"7/8/2020","14:14:40",2388,2,"6181-17f3c94a-8787-4628-9bfa-070f8f86a430",24,"05_07",8,"mturk","I1","I1","E1","parent","L","I1",TRUE,"7/8/2020","14:14:40",2538,1,"6181-17f3c94a-8787-4628-9bfa-070f8f86a430",24,"14_07",9,"mturk","K1","B1","K1","parent","L","B1",FALSE,"7/8/2020","14:14:40",1357,1,"6181-17f3c94a-8787-4628-9bfa-070f8f86a430",24,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","14:14:40",3797,"check"
