id,age,trial,target,rightpic,leftpic,chosen,chosenside,chosenpic,correct,date,time,rt
34,5,8,E1,B1,E1,1,R,E1,Y,2/22/2020,13:58:27,2589
34,5,9,C1,C1,H1,2,L,C1,Y,2/22/2020,13:58:27,4256
35,7,0,C1,C1,E1,1,L,C1,Y,2/22/2020,14:02:51,6404
35,7,1,K1,B1,K1,2,R,K1,Y,2/22/2020,14:02:51,4964
35,7,2,I1,C1,I1,2,R,I1,Y,2/22/2020,14:02:51,3726
35,7,3,A1,K1,A1,1,R,A1,Y,2/22/2020,14:02:51,16008
35,7,4,F1,F1,B1,2,L,F1,Y,2/22/2020,14:02:51,9587
35,7,5,B1,K1,B1,1,R,B1,Y,2/22/2020,14:02:51,6274
35,7,6,D1,D1,F1,1,L,D1,Y,2/22/2020,14:02:51,7888
35,7,7,E1,H1,E1,1,R,E1,Y,2/22/2020,14:02:51,3208
35,7,8,H1,H1,C1,2,L,H1,Y,2/22/2020,14:02:51,10336
35,7,9,G1,K1,G1,2,L,K1,N,2/22/2020,14:02:51,8731
36,7,0,H1,H1,D1,2,L,H1,Y,2/22/2020,14:23:18,20322
36,7,1,G1,K1,G1,2,R,G1,Y,2/22/2020,14:23:18,3585
36,7,2,F1,G1,F1,2,R,F1,Y,2/22/2020,14:23:18,3476
36,7,3,D1,H1,D1,2,R,D1,Y,2/22/2020,14:23:18,3185
36,7,4,A1,K1,A1,1,L,K1,N,2/22/2020,14:23:18,8369
36,7,6,B1,B1,C1,1,L,B1,Y,2/22/2020,14:23:18,3139
36,7,5,I1,A1,I1,1,L,A1,N,2/22/2020,14:23:18,3290
36,7,7,E1,E1,A1,2,R,A1,N,2/22/2020,14:23:18,3918
36,7,8,C1,I1,C1,1,R,C1,Y,2/22/2020,14:23:18,2404
36,7,9,K1,A1,K1,1,R,K1,Y,2/22/2020,14:23:18,3861
37,8,0,H1,A1,H1,1,R,H1,Y,2/22/2020,14:28:05,5484
37,8,0,F1,F1,C1,1,L,F1,Y,2/22/2020,14:29:09,5466
37,8,1,H1,H1,A1,1,L,H1,Y,2/22/2020,14:29:09,5612
37,8,2,A1,H1,A1,2,R,A1,Y,2/22/2020,14:29:09,2669
37,8,3,D1,D1,F1,2,L,D1,Y,2/22/2020,14:29:09,5426
37,8,4,G1,G1,C1,1,L,G1,Y,2/22/2020,14:29:09,5864
37,8,5,I1,I1,A1,1,L,I1,Y,2/22/2020,14:29:09,3707
37,8,6,E1,I1,E1,2,R,E1,Y,2/22/2020,14:29:09,2286
37,8,7,B1,D1,B1,2,R,B1,Y,2/22/2020,14:29:09,2401
37,8,8,C1,C1,E1,2,L,C1,Y,2/22/2020,14:29:09,3127
37,8,9,K1,D1,K1,1,R,K1,Y,2/22/2020,14:29:09,2758
38,0,0,K1,F1,K1,2,R,K1,Y,2/22/2020,14:31:10,17697
38,0,0,F1,G1,F1,1,R,F1,Y,2/22/2020,14:32:50,13641
38,0,0,A1,K1,A1,2,L,K1,N,2/22/2020,14:33:21,9297
38,0,0,C1,C1,H1,2,R,H1,N,2/22/2020,14:34:24,3234
38,0,1,B1,B1,C1,2,R,C1,N,2/22/2020,14:37:51,3182
38,0,2,E1,E1,H1,1,L,E1,Y,2/22/2020,14:37:51,4457
38,0,3,K1,K1,F1,2,L,K1,Y,2/22/2020,14:37:51,5201
38,0,0,F1,G1,F1,1,L,G1,N,2/22/2020,14:38:32,2345
38,0,1,E1,H1,E1,1,R,E1,Y,2/22/2020,14:38:32,4738
38,0,2,H1,H1,E1,1,R,E1,N,2/22/2020,14:38:32,5263
38,0,3,A1,A1,K1,2,L,A1,Y,2/22/2020,14:38:32,1971
38,0,4,I1,E1,I1,2,R,I1,Y,2/22/2020,14:38:32,5038
39,0,0,C1,C1,E1,1,L,C1,Y,2/22/2020,14:39:18,3207
39,0,1,A1,K1,A1,1,R,A1,Y,2/22/2020,14:39:18,5147
39,0,2,F1,B1,F1,2,R,F1,Y,2/22/2020,14:39:18,1790
38,4,0,D1,D1,E1,1,R,E1,N,2/22/2020,14:40:39,8852
38,4,1,H1,E1,H1,1,L,E1,N,2/22/2020,14:40:39,2669
38,4,2,G1,G1,K1,1,L,G1,Y,2/22/2020,14:40:39,4097
38,4,4,B1,C1,B1,2,R,B1,Y,2/22/2020,14:40:39,3929
38,4,5,K1,K1,F1,2,R,F1,N,2/22/2020,14:40:39,5398
38,4,6,I1,E1,I1,2,R,I1,Y,2/22/2020,14:40:39,4489
38,4,7,E1,E1,H1,1,L,E1,Y,2/22/2020,14:40:39,4542
38,4,8,C1,C1,H1,2,L,C1,Y,2/22/2020,14:40:39,2675
38,4,9,F1,F1,G1,1,R,G1,N,2/22/2020,14:40:39,2372
39,6,0,I1,A1,I1,2,R,I1,Y,2/22/2020,14:44:04,5081
39,6,1,B1,B1,K1,1,L,B1,Y,2/22/2020,14:44:04,3716
39,6,2,H1,H1,E1,2,R,E1,N,2/22/2020,14:44:04,4176
39,6,3,E1,B1,E1,1,L,B1,N,2/22/2020,14:44:04,4486
39,6,4,C1,C1,E1,1,L,C1,Y,2/22/2020,14:44:04,3465
39,6,5,D1,E1,D1,1,L,E1,N,2/22/2020,14:44:04,3762
39,6,6,K1,K1,B1,2,L,K1,Y,2/22/2020,14:44:04,2820
39,6,7,F1,B1,F1,2,R,F1,Y,2/22/2020,14:44:04,2573
39,6,8,A1,K1,A1,1,R,A1,Y,2/22/2020,14:44:04,2848
39,6,9,G1,C1,G1,2,L,C1,N,2/22/2020,14:44:04,2640
40,8,0,A1,A1,I1,1,R,I1,N,2/22/2020,14:52:59,7675
40,8,1,F1,F1,G1,2,L,F1,Y,2/22/2020,14:52:59,9375
40,8,3,I1,I1,B1,1,L,I1,Y,2/22/2020,14:52:59,5278
40,8,6,K1,K1,F1,1,L,K1,Y,2/22/2020,14:52:59,5010
40,8,5,B1,B1,D1,1,L,B1,Y,2/22/2020,14:52:59,3916
40,8,4,E1,E1,B1,2,L,E1,Y,2/22/2020,14:52:59,4949
40,8,7,D1,D1,K1,2,L,D1,Y,2/22/2020,14:52:59,14326
40,8,8,C1,C1,E1,1,L,C1,Y,2/22/2020,14:52:59,4646
40,8,9,G1,E1,G1,2,R,G1,Y,2/22/2020,14:52:59,2339
41,6,0,F1,F1,B1,1,L,F1,Y,2/22/2020,14:55:00,4109
41,6,1,B1,K1,B1,2,R,B1,Y,2/22/2020,14:55:00,2752
41,6,2,H1,H1,D1,1,L,H1,Y,2/22/2020,14:55:00,4278
41,6,3,E1,E1,H1,2,L,E1,Y,2/22/2020,14:55:00,2473
41,6,4,C1,A1,C1,2,R,C1,Y,2/22/2020,14:55:00,3019
41,6,5,I1,C1,I1,1,R,I1,Y,2/22/2020,14:55:00,3429
41,6,6,A1,A1,H1,2,L,A1,Y,2/22/2020,14:55:00,1571
41,6,7,K1,B1,K1,1,R,K1,Y,2/22/2020,14:55:00,3185
41,6,8,G1,G1,C1,1,L,G1,Y,2/22/2020,14:55:00,3686
41,6,9,D1,H1,D1,2,R,D1,Y,2/22/2020,14:55:00,3306
42,7,0,G1,G1,K1,1,R,K1,N,2/22/2020,14:59:43,8308
42,7,1,D1,F1,D1,1,R,D1,Y,2/22/2020,14:59:43,4597
42,7,2,E1,E1,I1,1,L,E1,Y,2/22/2020,14:59:43,2206
42,7,3,K1,K1,F1,2,L,K1,Y,2/22/2020,14:59:43,5267
42,7,4,H1,A1,H1,1,R,H1,Y,2/22/2020,14:59:43,3590
42,7,5,C1,C1,H1,2,L,C1,Y,2/22/2020,14:59:43,2619
42,7,6,A1,I1,A1,2,R,A1,Y,2/22/2020,14:59:43,1691
42,7,7,F1,B1,F1,1,R,F1,Y,2/22/2020,14:59:43,3261
42,7,8,I1,I1,B1,2,L,I1,Y,2/22/2020,14:59:43,2674
42,7,9,B1,B1,K1,2,L,B1,Y,2/22/2020,14:59:43,3811
43,7,0,G1,G1,C1,2,R,C1,N,3/4/2020,12:51:48,5025
43,7,1,A1,K1,A1,1,R,A1,Y,3/4/2020,12:51:48,4992
43,7,2,B1,K1,B1,1,R,B1,Y,3/4/2020,12:51:48,2471
43,7,3,D1,D1,H1,1,L,D1,Y,3/4/2020,12:51:48,2790
43,7,4,I1,E1,I1,2,R,I1,Y,3/4/2020,12:51:48,3674
43,7,5,C1,H1,C1,1,R,C1,Y,3/4/2020,12:51:48,3622
43,7,6,E1,E1,H1,1,R,H1,N,3/4/2020,12:51:48,5323
43,7,7,H1,D1,H1,2,R,H1,Y,3/4/2020,12:51:48,2274
43,7,8,F1,K1,F1,2,R,F1,Y,3/4/2020,12:51:48,3008
43,7,9,K1,K1,A1,2,L,K1,Y,3/4/2020,12:51:48,5342
44,7,0,A1,A1,H1,1,L,A1,Y,3/4/2020,12:54:51,3267
44,7,1,G1,G1,C1,2,L,G1,Y,3/4/2020,12:54:51,4888
44,7,2,C1,C1,A1,1,L,C1,Y,3/4/2020,12:54:51,3256
44,7,3,F1,F1,G1,2,L,F1,Y,3/4/2020,12:54:51,4824
44,7,4,B1,B1,C1,1,L,B1,Y,3/4/2020,12:54:51,4488
44,7,5,I1,I1,C1,1,L,I1,Y,3/4/2020,12:54:51,4659
44,7,6,D1,E1,D1,2,L,E1,N,3/4/2020,12:54:51,3105
44,7,7,H1,E1,H1,2,R,H1,Y,3/4/2020,12:54:51,3690
44,7,8,K1,K1,D1,1,L,K1,Y,3/4/2020,12:54:51,5674
44,7,9,E1,E1,I1,2,L,E1,Y,3/4/2020,12:54:51,5223
45,7,0,G1,D1,G1,1,R,G1,Y,3/4/2020,12:57:25,8438
45,7,1,B1,K1,B1,2,R,B1,Y,3/4/2020,12:57:25,4521
45,7,2,C1,I1,C1,2,R,C1,Y,3/4/2020,12:57:25,4873
45,7,3,F1,B1,F1,1,R,F1,Y,3/4/2020,12:57:25,7990
45,7,4,K1,K1,A1,1,L,K1,Y,3/4/2020,12:57:25,5093
45,7,5,A1,D1,A1,2,L,D1,N,3/4/2020,12:57:25,7757
45,7,6,H1,H1,E1,1,L,H1,Y,3/4/2020,12:57:25,3725
45,7,7,D1,D1,K1,2,L,D1,Y,3/4/2020,12:57:25,9042
45,7,8,E1,E1,H1,2,L,E1,Y,3/4/2020,12:57:25,3007
45,7,9,I1,A1,I1,1,R,I1,Y,3/4/2020,12:57:25,3791
46,7,0,B1,K1,B1,2,R,B1,Y,3/4/2020,12:59:32,5367
46,7,1,E1,B1,E1,1,R,E1,Y,3/4/2020,12:59:32,3909
46,7,2,K1,D1,K1,2,L,D1,N,3/4/2020,12:59:32,4156
46,7,3,F1,K1,F1,1,R,F1,Y,3/4/2020,12:59:32,3656
46,7,4,I1,A1,I1,2,R,I1,Y,3/4/2020,12:59:32,3348
46,7,5,A1,A1,H1,2,L,A1,Y,3/4/2020,12:59:32,5192
46,7,6,C1,A1,C1,2,R,C1,Y,3/4/2020,12:59:32,1857
46,7,7,H1,E1,H1,1,R,H1,Y,3/4/2020,12:59:32,4823
46,7,8,D1,D1,F1,1,L,D1,Y,3/4/2020,12:59:32,4000
46,7,9,G1,D1,G1,1,R,G1,Y,3/4/2020,12:59:32,3004
47,8,0,G1,G1,C1,2,L,G1,Y,3/4/2020,13:01:46,7015
47,8,1,I1,C1,I1,2,R,I1,Y,3/4/2020,13:01:46,3826
47,8,2,D1,E1,D1,1,R,D1,Y,3/4/2020,13:01:46,3490
47,8,3,H1,H1,A1,2,L,H1,Y,3/4/2020,13:01:46,5275
47,8,4,F1,F1,G1,2,R,G1,N,3/4/2020,13:01:46,3958
47,8,5,K1,A1,K1,2,R,K1,Y,3/4/2020,13:01:46,3055
47,8,6,C1,A1,C1,1,R,C1,Y,3/4/2020,13:01:46,5873
47,8,7,A1,A1,H1,1,L,A1,Y,3/4/2020,13:01:46,2792
47,8,8,E1,E1,B1,1,R,B1,N,3/4/2020,13:01:46,4559
47,8,9,B1,K1,B1,1,R,B1,Y,3/4/2020,13:01:46,3609
48,8,0,E1,A1,E1,2,R,E1,Y,3/4/2020,13:04:13,3687
48,8,1,I1,B1,I1,1,R,I1,Y,3/4/2020,13:04:13,3936
48,8,2,B1,K1,B1,1,L,K1,N,3/4/2020,13:04:13,8038
48,8,3,G1,D1,G1,2,R,G1,Y,3/4/2020,13:04:13,4307
48,8,4,F1,F1,K1,2,L,F1,Y,3/4/2020,13:04:13,7422
48,8,5,C1,C1,H1,1,L,C1,Y,3/4/2020,13:04:13,4089
48,8,6,K1,K1,A1,1,L,K1,Y,3/4/2020,13:04:13,3490
48,8,7,D1,E1,D1,2,L,E1,N,3/4/2020,13:04:13,6052
48,8,8,H1,H1,E1,2,L,H1,Y,3/4/2020,13:04:13,4128
48,8,9,A1,D1,A1,1,R,A1,Y,3/4/2020,13:04:13,3676
49,7,0,B1,B1,I1,2,L,B1,Y,3/4/2020,13:06:30,2628
49,7,1,D1,K1,D1,2,R,D1,Y,3/4/2020,13:06:30,3609
49,7,2,H1,E1,H1,1,L,E1,N,3/4/2020,13:06:30,5989
49,7,3,K1,D1,K1,1,R,K1,Y,3/4/2020,13:06:30,2836
49,7,4,C1,C1,I1,2,L,C1,Y,3/4/2020,13:06:30,2340
49,7,5,I1,I1,B1,1,L,I1,Y,3/4/2020,13:06:30,3188
49,7,6,E1,E1,H1,2,L,E1,Y,3/4/2020,13:06:30,2758
49,7,7,A1,D1,A1,2,R,A1,Y,3/4/2020,13:06:30,3039
49,7,8,F1,C1,F1,1,R,F1,Y,3/4/2020,13:06:30,4708
49,7,9,G1,D1,G1,1,R,G1,Y,3/4/2020,13:06:30,5389
50,7,0,K1,K1,B1,2,L,K1,Y,3/4/2020,13:08:21,6098
50,7,1,A1,A1,H1,2,L,A1,Y,3/4/2020,13:08:21,2706
50,7,2,G1,C1,G1,1,L,C1,N,3/4/2020,13:08:21,2173
50,7,3,C1,I1,C1,2,R,C1,Y,3/4/2020,13:08:21,2806
50,7,4,B1,B1,I1,2,L,B1,Y,3/4/2020,13:08:21,3489
50,7,5,D1,H1,D1,1,R,D1,Y,3/4/2020,13:08:21,2056
50,7,6,H1,A1,H1,1,L,A1,N,3/4/2020,13:08:21,2375
50,7,7,F1,B1,F1,1,R,F1,Y,3/4/2020,13:08:21,2960
50,7,8,I1,I1,E1,2,L,I1,Y,3/4/2020,13:08:21,1957
50,7,9,E1,E1,H1,1,L,E1,Y,3/4/2020,13:08:21,2992
51,7,0,I1,A1,I1,2,R,I1,Y,3/5/2020,14:05:57,16806
51,7,1,D1,K1,D1,1,R,D1,Y,3/5/2020,14:05:57,3631
51,7,2,F1,F1,B1,2,L,F1,Y,3/5/2020,14:05:57,4657
51,7,3,G1,K1,G1,2,R,G1,Y,3/5/2020,14:05:57,4274
51,7,4,B1,B1,K1,1,R,K1,N,3/5/2020,14:05:57,7309
51,7,5,K1,F1,K1,2,R,K1,Y,3/5/2020,14:05:57,4389
51,7,6,E1,E1,B1,1,R,B1,N,3/5/2020,14:05:57,5240
51,7,7,H1,A1,H1,2,R,H1,Y,3/5/2020,14:05:57,2427
51,7,8,A1,A1,H1,1,L,A1,Y,3/5/2020,14:05:57,2475
51,7,9,C1,H1,C1,1,R,C1,Y,3/5/2020,14:05:57,6009
52,8,0,H1,D1,H1,2,R,H1,Y,3/5/2020,14:10:32,4300
52,8,1,E1,E1,B1,2,R,B1,N,3/5/2020,14:10:32,4218
52,8,2,C1,C1,I1,1,L,C1,Y,3/5/2020,14:10:32,5920
52,8,3,D1,K1,D1,2,R,D1,Y,3/5/2020,14:10:32,4424
52,8,4,F1,K1,F1,2,R,F1,Y,3/5/2020,14:10:32,4255
52,8,5,K1,A1,K1,1,R,K1,Y,3/5/2020,14:10:32,5690
52,8,6,B1,B1,D1,1,L,B1,Y,3/5/2020,14:10:32,3490
52,8,7,G1,G1,K1,2,L,G1,Y,3/5/2020,14:10:32,2955
52,8,8,A1,A1,D1,1,L,A1,Y,3/5/2020,14:10:32,5424
52,8,9,I1,C1,I1,1,R,I1,Y,3/5/2020,14:10:32,3758
53,8,0,E1,E1,A1,2,L,E1,Y,3/5/2020,14:12:43,5565
53,8,1,H1,H1,E1,1,L,H1,Y,3/5/2020,14:12:43,5769
53,8,2,G1,D1,G1,1,R,G1,Y,3/5/2020,14:12:43,3271
53,8,3,F1,B1,F1,1,R,F1,Y,3/5/2020,14:12:43,7906
53,8,4,A1,I1,A1,2,R,A1,Y,3/5/2020,14:12:43,2978
53,8,5,C1,C1,E1,2,L,C1,Y,3/5/2020,14:12:43,3805
53,8,6,K1,D1,K1,1,R,K1,Y,3/5/2020,14:12:43,7308
53,8,7,B1,D1,B1,2,R,B1,Y,3/5/2020,14:12:43,3741
53,8,8,D1,D1,F1,2,L,D1,Y,3/5/2020,14:12:43,2559
53,8,9,I1,A1,I1,1,R,I1,Y,3/5/2020,14:12:43,9491
55,8,0,A1,A1,H1,1,R,H1,N,3/5/2020,14:15:07,5006
55,8,1,F1,K1,F1,2,R,F1,Y,3/5/2020,14:15:07,3713
55,8,2,H1,H1,D1,2,L,H1,Y,3/5/2020,14:15:07,2441
55,8,3,K1,K1,F1,2,L,K1,Y,3/5/2020,14:15:07,3691
55,8,4,E1,B1,E1,1,R,E1,Y,3/5/2020,14:15:07,3139
55,8,5,D1,D1,E1,1,L,D1,Y,3/5/2020,14:15:07,2990
55,8,6,B1,B1,C1,1,L,B1,Y,3/5/2020,14:15:07,4054
55,8,7,I1,I1,A1,2,L,I1,Y,3/5/2020,14:15:07,3941
55,8,8,C1,C1,I1,1,L,C1,Y,3/5/2020,14:15:07,5042
55,8,9,G1,K1,G1,2,R,G1,Y,3/5/2020,14:15:07,3539
54,7,0,C1,C1,I1,2,L,C1,Y,3/5/2020,14:17:54,4819
54,7,1,I1,E1,I1,2,R,I1,Y,3/5/2020,14:17:54,3603
54,7,2,B1,K1,B1,2,R,B1,Y,3/5/2020,14:17:54,2574
54,7,3,D1,D1,H1,1,L,D1,Y,3/5/2020,14:17:54,4240
54,7,4,G1,C1,G1,1,R,G1,Y,3/5/2020,14:17:54,3589
54,7,5,A1,A1,K1,2,L,A1,Y,3/5/2020,14:17:54,2790
54,7,6,E1,H1,E1,1,R,E1,Y,3/5/2020,14:17:54,4006
54,7,7,H1,C1,H1,1,R,H1,Y,3/5/2020,14:17:54,8475
54,7,8,F1,F1,K1,1,L,F1,Y,3/5/2020,14:17:54,4857
54,7,9,K1,D1,K1,2,R,K1,Y,3/5/2020,14:17:54,6477
56,7,0,B1,B1,D1,1,L,B1,Y,3/5/2020,14:20:27,2529
56,7,1,H1,H1,E1,2,L,H1,Y,3/5/2020,14:20:27,2620
56,7,2,K1,A1,K1,1,R,K1,Y,3/5/2020,14:20:27,4954
56,7,3,F1,F1,B1,2,L,F1,Y,3/5/2020,14:20:27,5208
56,7,4,G1,G1,E1,2,R,E1,N,3/5/2020,14:20:27,4488
56,7,5,C1,H1,C1,1,L,H1,N,3/5/2020,14:20:27,4371
56,7,6,E1,E1,H1,2,L,E1,Y,3/5/2020,14:20:27,3107
56,7,7,A1,A1,I1,1,L,A1,Y,3/5/2020,14:20:27,3925
56,7,8,I1,A1,I1,1,R,I1,Y,3/5/2020,14:20:27,4834
56,7,9,D1,K1,D1,2,R,D1,Y,3/5/2020,14:20:27,2691
57,8,0,K1,K1,B1,1,L,K1,Y,3/5/2020,14:22:50,5087
57,8,1,E1,E1,H1,2,L,E1,Y,3/5/2020,14:22:50,3895
57,8,2,H1,H1,A1,1,L,H1,Y,3/5/2020,14:22:50,2907
57,8,3,F1,F1,C1,1,L,F1,Y,3/5/2020,14:22:50,3241
57,8,4,G1,G1,K1,1,L,G1,Y,3/5/2020,14:22:50,6990
57,8,5,A1,A1,I1,2,L,A1,Y,3/5/2020,14:22:50,3375
57,8,6,D1,E1,D1,2,R,D1,Y,3/5/2020,14:22:50,7240
57,8,7,I1,B1,I1,1,R,I1,Y,3/5/2020,14:22:50,3249
57,8,8,B1,K1,B1,2,L,K1,N,3/5/2020,14:22:50,3009
57,8,9,C1,C1,I1,2,L,C1,Y,3/5/2020,14:22:50,3373
58,7,0,D1,E1,D1,1,R,D1,Y,3/5/2020,14:25:20,3829
58,7,1,H1,H1,A1,1,L,H1,Y,3/5/2020,14:25:20,6109
58,7,2,G1,E1,G1,1,R,G1,Y,3/5/2020,14:25:20,5355
58,7,3,C1,I1,C1,2,R,C1,Y,3/5/2020,14:25:20,2156
58,7,4,F1,F1,K1,1,R,K1,N,3/5/2020,14:25:20,5054
58,7,5,K1,A1,K1,2,R,K1,Y,3/5/2020,14:25:20,2303
58,7,6,E1,E1,B1,1,L,E1,Y,3/5/2020,14:25:20,3224
58,7,7,B1,B1,I1,2,L,B1,Y,3/5/2020,14:25:20,3625
58,7,8,A1,A1,K1,2,L,A1,Y,3/5/2020,14:25:20,2173
58,7,9,I1,B1,I1,2,R,I1,Y,3/5/2020,14:25:20,2176
59,8,0,H1,H1,D1,2,L,H1,Y,3/5/2020,14:27:16,6097
59,8,1,I1,B1,I1,2,R,I1,Y,3/5/2020,14:27:16,3993
59,8,2,D1,D1,H1,1,R,H1,N,3/5/2020,14:27:16,2951
59,8,3,B1,B1,I1,1,L,B1,Y,3/5/2020,14:27:16,6624
59,8,4,K1,K1,B1,2,L,K1,Y,3/5/2020,14:27:16,3708
59,8,5,G1,G1,C1,2,L,G1,Y,3/5/2020,14:27:16,4937
59,8,6,F1,F1,G1,2,L,F1,Y,3/5/2020,14:27:16,4492
59,8,7,E1,E1,A1,1,L,E1,Y,3/5/2020,14:27:16,4941
59,8,8,A1,A1,D1,1,L,A1,Y,3/5/2020,14:27:16,3541
59,8,9,C1,H1,C1,1,R,C1,Y,3/5/2020,14:27:16,3426
60,7,0,G1,G1,K1,2,L,G1,Y,3/5/2020,14:30:49,13334
60,7,1,E1,B1,E1,2,R,E1,Y,3/5/2020,14:30:49,4502
60,7,2,H1,D1,H1,2,R,H1,Y,3/5/2020,14:30:49,4206
60,7,3,B1,B1,K1,1,L,B1,Y,3/5/2020,14:30:49,2790
60,7,4,K1,K1,D1,1,L,K1,Y,3/5/2020,14:30:49,5858
60,7,5,C1,E1,C1,1,R,C1,Y,3/5/2020,14:30:49,3606
60,7,6,A1,H1,A1,1,R,A1,Y,3/5/2020,14:30:49,3609
60,7,7,I1,I1,B1,1,L,I1,Y,3/5/2020,14:30:49,3660
60,7,8,D1,K1,D1,2,R,D1,Y,3/5/2020,14:30:49,4090
60,7,9,F1,C1,F1,2,R,F1,Y,3/5/2020,14:30:49,5998
61,7,0,A1,I1,A1,2,R,A1,Y,3/5/2020,14:33:59,6278
61,7,1,G1,D1,G1,1,L,D1,N,3/5/2020,14:33:59,4326
61,7,2,K1,F1,K1,1,L,F1,N,3/5/2020,14:33:59,5503
61,7,3,E1,E1,A1,2,L,E1,Y,3/5/2020,14:33:59,3508
61,7,4,B1,B1,I1,2,L,B1,Y,3/5/2020,14:33:59,3523
61,7,5,F1,K1,F1,1,R,F1,Y,3/5/2020,14:33:59,3573
61,7,6,C1,C1,E1,2,L,C1,Y,3/5/2020,14:33:59,6531
61,7,7,D1,D1,F1,2,L,D1,Y,3/5/2020,14:33:59,4470
61,7,8,I1,B1,I1,1,R,I1,Y,3/5/2020,14:33:59,4673
61,7,9,H1,C1,H1,1,R,H1,Y,3/5/2020,14:33:59,4043
62,8,0,A1,A1,I1,2,L,A1,Y,3/5/2020,14:36:30,9127
62,8,1,C1,A1,C1,2,R,C1,Y,3/5/2020,14:36:30,3407
62,8,2,F1,C1,F1,1,R,F1,Y,3/5/2020,14:36:30,5920
62,8,3,E1,A1,E1,1,R,E1,Y,3/5/2020,14:36:30,3808
62,8,4,I1,E1,I1,2,R,I1,Y,3/5/2020,14:36:30,3140
62,8,5,D1,D1,E1,1,L,D1,Y,3/5/2020,14:36:30,3425
62,8,6,K1,B1,K1,2,R,K1,Y,3/5/2020,14:36:30,7958
62,8,7,G1,E1,G1,1,R,G1,Y,3/5/2020,14:36:30,4711
62,8,8,B1,C1,B1,2,R,B1,Y,3/5/2020,14:36:30,2790
62,8,9,H1,H1,D1,1,L,H1,Y,3/5/2020,14:36:30,4540
63,7,0,H1,D1,H1,2,R,H1,Y,3/5/2020,14:38:44,4419
63,7,1,B1,C1,B1,1,R,B1,Y,3/5/2020,14:38:44,4722
63,7,2,K1,K1,A1,2,L,K1,Y,3/5/2020,14:38:44,2190
63,7,3,G1,G1,C1,2,R,C1,N,3/5/2020,14:38:44,2340
63,7,4,F1,C1,F1,2,R,F1,Y,3/5/2020,14:38:44,4324
63,7,5,C1,H1,C1,1,L,H1,N,3/5/2020,14:38:44,3156
63,7,6,D1,K1,D1,1,R,D1,Y,3/5/2020,14:38:44,2247
63,7,7,I1,A1,I1,2,R,I1,Y,3/5/2020,14:38:44,3102
63,7,8,E1,E1,I1,1,L,E1,Y,3/5/2020,14:38:44,3089
63,7,9,A1,A1,K1,1,L,A1,Y,3/5/2020,14:38:44,2322
64,4,0,E1,B1,E1,2,R,E1,Y,3/6/2020,13:14:46,15705
64,4,1,K1,K1,D1,1,L,K1,Y,3/6/2020,13:14:46,3803
64,4,2,D1,H1,D1,2,R,D1,Y,3/6/2020,13:14:46,2885
64,4,3,B1,C1,B1,1,R,B1,Y,3/6/2020,13:14:46,2386
64,4,4,I1,I1,E1,1,L,I1,Y,3/6/2020,13:14:46,4550
64,4,5,F1,B1,F1,2,R,F1,Y,3/6/2020,13:14:46,2884
64,4,6,A1,A1,I1,1,L,A1,Y,3/6/2020,13:14:46,3106
64,4,7,C1,C1,H1,1,L,C1,Y,3/6/2020,13:14:46,6318
64,4,8,G1,D1,G1,2,L,D1,N,3/6/2020,13:14:46,2234
64,4,9,H1,D1,H1,2,R,H1,Y,3/6/2020,13:14:46,5670
65,5,0,A1,A1,I1,2,L,A1,Y,3/6/2020,15:03:07,21736
65,5,1,H1,H1,D1,1,L,H1,Y,3/6/2020,15:03:07,5311
65,5,2,G1,G1,D1,1,L,G1,Y,3/6/2020,15:03:07,4493
65,5,3,K1,K1,F1,1,L,K1,Y,3/6/2020,15:03:07,7415
65,5,5,D1,D1,K1,2,L,D1,Y,3/6/2020,15:03:07,4854
65,5,4,C1,C1,I1,2,L,C1,Y,3/6/2020,15:03:07,4087
65,5,6,I1,A1,I1,1,R,I1,Y,3/6/2020,15:03:07,6252
65,5,7,B1,I1,B1,2,R,B1,Y,3/6/2020,15:03:07,2778
65,5,8,F1,G1,F1,1,R,F1,Y,3/6/2020,15:03:07,3106
65,5,9,E1,E1,I1,2,L,E1,Y,3/6/2020,15:03:07,6941
67,8,0,E1,I1,E1,1,R,E1,Y,3/12/2020,13:36:56,4214
67,8,1,D1,D1,E1,1,L,D1,Y,3/12/2020,13:36:56,2842
67,8,2,I1,E1,I1,2,R,I1,Y,3/12/2020,13:36:56,3090
67,8,3,C1,I1,C1,1,R,C1,Y,3/12/2020,13:36:56,2040
67,8,4,B1,D1,B1,1,R,B1,Y,3/12/2020,13:36:56,3090
67,8,5,K1,K1,D1,2,R,D1,N,3/12/2020,13:36:56,3021
67,8,6,F1,F1,K1,2,L,F1,Y,3/12/2020,13:36:56,2191
67,8,7,H1,H1,E1,2,R,E1,N,3/12/2020,13:36:56,3174
67,8,8,G1,G1,K1,2,L,G1,Y,3/12/2020,13:36:56,1924
67,8,9,A1,D1,A1,1,R,A1,Y,3/12/2020,13:36:56,2976
68,8,0,B1,K1,B1,1,R,B1,Y,3/12/2020,13:38:52,2589
68,8,1,I1,B1,I1,1,R,I1,Y,3/12/2020,13:38:52,3685
68,8,2,F1,K1,F1,2,R,F1,Y,3/12/2020,13:38:52,2510
68,8,3,A1,A1,K1,1,R,K1,N,3/12/2020,13:38:52,2891
68,8,4,D1,D1,E1,2,L,D1,Y,3/12/2020,13:38:52,3121
